id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status,community_type,population,built_year,area_m2,supply,price_per_m2,res_building_dist_deg,res_building_dist_m,res_building_area_m2,res_building_type
131,银湖园,深圳市南山区学府路58号,南山,南山,南山,384,113.932845,22.52908,OK,commodity_housing,4428,2000,27947.84,0.639,137.50590631852086,0.001089043377793815,120.88381493511346,705.32610480103,yes
132,玉泉居,深圳市南山区桂庙路157号,南山,南山,南山,798,113.921497,22.530023,OK,commodity_housing,5356,2004,57103.79,0.661,139.79468421230962,0.0003219840989894863,35.74023498783298,388.8641265685061,apartments
133,宝安新区,深圳市南山区桂庙路187号,南山,南山,南山,179,113.91247,22.547632,OK,urban_village,8058,2007,41534.28,0.82,43.28175167434214,0.0017195971269537294,190.87528109186397,161.87367331197018,yes
134,瑞景家园,深圳市南山区南头街25号,南山,南山,南山,66,113.934308,22.526303,OK,urban_village,8026,2007,21877.62,0.738,30.327617600627082,0.00024176987921512344,26.8364565928787,2446.4849329353656,commercial
135,盛世大厦,深圳市南山区南新路199号,南山,南山,南山,712,113.915294,22.517919,OK,commodity_housing,2984,2004,53168.4,1.011,133.96452912508363,0.00020899297237243474,23.198219933340255,711.0463244499279,yes
136,雅居村,深圳市南山区南头街126号,南山,南山,南山,125,113.915974,22.527943,OK,urban_village,8055,2002,33995.7,1.519,37.03805878781375,0.00028961658327989696,32.14744074406856,1058.9311048828943,apartments
137,锦绣花园,深圳市南山区桂庙路72号,南山,南山,南山,275,113.914271,22.521299,OK,commodity_housing,7109,2000,24948.12,1.269,110.32727242801589,0.00039812586097731347,44.19197056848179,555.7289514041845,apartments
138,绿景小区,深圳市南山区南头街33号,南山,南山,南山,739,113.903399,22.533302,OK,commodity_housing,3389,2000,58684.39,1.114,125.98887002951452,0.0013902813451749383,154.32122931441816,349.1083108945813,yes
139,振业苑,深圳市南山区前海路161号,南山,南山,南山,89,113.937095,22.524145,OK,urban_village,9131,1998,22017.39,0.899,40.45389335795298,0.000724020923238235,80.3663224794441,988.0729353760865,commercial
140,金成园,深圳市南山区桂庙路116号,南山,南山,南山,306,113.9178,22.529921,OK,commodity_housing,2001,2002,35780.59,1.13,85.77559741082949,9.461428406323425e-05,10.502185531019002,1575.8309914720994,apartments
141,星海居,深圳市南山区学府路61号,南山,南山,南山,160,113.913559,22.535522,OK,commodity_housing,6238,2009,18407.81,0.767,87.31974882340802,0.0005313615094918072,58.981127553590596,730.7810566135142,apartments
142,金地新区,深圳市南山区南新路92号,南山,南山,南山,138,113.917812,22.529331,OK,commodity_housing,5144,2005,10702.51,0.925,129.63423636156415,0.00010437821354388343,11.585981703371061,747.0871839131352,apartments
143,华润家园,深圳市南山区南头街188号,南山,南山,南山,106,113.920385,22.522923,OK,urban_village,2607,2011,25847.83,0.871,41.08944237991312,0.000150527939149419,16.70860124558551,846.6907113355569,apartments
144,中海大厦,深圳市南山区学府路55号,南山,南山,南山,514,113.917793,22.528216,OK,commodity_housing,4134,2001,41815.3,0.888,123.101941535957,0.00011379161243435553,12.630868980213464,438.9367454482622,apartments
145,万科村,深圳市南山区南头街59号,南山,南山,南山,16,113.901912,22.53305,OK,urban_village,2706,2005,5093.23,1.086,33.307865633877725,0.0007723318766417024,85.72883830722897,700.7194921853661,apartments
146,招商花园,深圳市南山区桂庙路159号,南山,南山,南山,35,113.915427,22.526443,OK,urban_village,8636,2007,11955.95,1.536,29.35483341445634,8.435883393633245e-05,9.3638305669329,231.85952418356675,apartments
147,华侨城小区,深圳市南山区南新路117号,南山,南山,南山,77,113.901921,22.539386,OK,urban_village,9075,1997,19580.13,1.022,39.70145945225198,0.0008697896901065231,96.54665560182406,1101.2093873068077,residential
148,花样年苑,深圳市南山区桂庙路143号,南山,南山,南山,39,113.907436,22.53814,OK,urban_village,3794,1996,10915.35,0.962,36.645320175506214,0.00018377083892240034,20.398563120386438,396.9000243832502,apartments
149,佳兆业园,深圳市南山区南头街84号,南山,南山,南山,332,113.919522,22.547004,OK,commodity_housing,5052,2003,30732.6,0.658,108.35145593562251,0.0011289877398179967,125.31763911979763,173.37071310468625,apartments
150,龙光居,深圳市南山区前海路45号,南山,南山,南山,59,113.914999,22.528016,OK,urban_village,10619,2001,13461.5,1.23,44.33682814216502,0.00014273149983680237,15.843196481885064,811.9211384727304,yes
151,卓越新区,深圳市南山区前海路1号,南山,南山,南山,188,113.91842,22.535146,OK,commodity_housing,6957,1993,15579.34,0.87,121.15190597772708,0.0006456503032500783,71.66718366075868,762.4572624446037,apartments
152,华联家园,深圳市南山区南头街120号,南山,南山,南山,463,113.917874,22.537903,OK,commodity_housing,5192,2003,39487.98,0.814,117.34583477097868,0.0008695652273182192,96.52174023232233,727.5412325128952,apartments
153,天悦大厦,深圳市南山区桂庙路1号,南山,南山,南山,35,113.922413,22.517902,OK,urban_village,4339,2009,7236.82,0.919,48.41514230737404,0.0006174270584438785,68.53440348727051,3175.925356823382,yes
154,龙瑞村,深圳市南山区桂庙路43号,南山,南山,南山,38,113.925161,22.536906,OK,urban_village,7578,2012,13530.47,0.625,28.70858002405222,0.00044407713596918103,49.2925620925791,1690.2841032736837,yes
155,阳光花园,深圳市南山区桂庙路52号,南山,南山,南山,46,113.925067,22.530775,OK,urban_village,9038,2001,16557.69,0.919,28.14353779516622,4.171889939051024e-05,4.630797832346636,14.15576239985554,yes
156,翠湖小区,深圳市南山区桂庙路86号,南山,南山,南山,73,113.916753,22.525738,OK,urban_village,9575,2007,20274.19,1.004,36.09375548261428,0.0005978348141490561,66.35966437054523,139.53496654999435,apartments
157,碧海苑,深圳市南山区学府路72号,南山,南山,南山,65,113.917515,22.544548,OK,urban_village,8657,2003,14806.47,1.119,44.21298411309478,0.000504300351497099,55.977339016177986,1139.0748109574592,commercial
158,金湾园,深圳市南山区南头街161号,南山,南山,南山,72,113.923701,22.51061,OK,urban_village,5524,2004,25122.62,0.809,28.98218613107013,0.00033535232963358537,37.224108589327976,855.4012254875654,yes
159,银湖居,深圳市南山区南新路82号,南山,南山,南山,112,113.902028,22.540577,OK,urban_village,9514,2001,26952.54,0.947,41.68983463908962,0.0009987944628203987,110.86618537306425,1089.1466167785914,apartments
160,玉泉新区,深圳市南山区南头街76号,南山,南山,南山,41,113.923023,22.525156,OK,urban_village,7850,2000,12347.63,0.989,33.20953069712703,0.00014559600010048668,16.161156011154024,1829.3832807054946,yes
161,宝安家园,深圳市南山区南新路194号,南山,南山,南山,45,113.908441,22.522109,OK,urban_village,11327,1998,11337.36,0.796,40.086214834534445,0.0007065320659559017,78.4250593211051,774.4369532322664,apartments
162,瑞景大厦,深圳市南山区南头街12号,南山,南山,南山,712,113.909864,22.5319,OK,commodity_housing,4863,1993,52052.7,1.185,136.96364018237105,0.00015424873262498184,17.121609321372986,800.1529575023804,apartments
163,盛世村,深圳市南山区桂庙路151号,南山,南山,南山,93,113.924869,22.53933,OK,urban_village,11535,2012,24627.31,1.029,38.03085331213336,0.0008272544487418084,91.82524381034074,308.35582125479766,yes
164,雅居花园,深圳市南山区桂庙路19号,南山,南山,南山,108,113.900105,22.538303,OK,urban_village,7643,2005,36161.71,0.97,29.928853164321936,0.00037822325616947096,41.98278143481128,998.0187698311771,apartments
165,锦绣小区,深圳市南山区前海路158号,南山,南山,南山,506,113.926591,22.53636,OK,commodity_housing,3692,2011,49757.35,0.923,101.79153894092025,4.3080448008272686e-05,4.781929728918268,432.8016218179828,yes
166,绿景苑,深圳市南山区南新路39号,南山,南山,南山,183,113.916734,22.524137,OK,commodity_housing,4137,2003,14338.08,0.709,127.6782497775488,0.0006361414378708915,70.61169960366895,372.42773751274405,apartments
167,振业园,深圳市南山区南头街172号,南山,南山,南山,792,113.902596,22.527544,OK,commodity_housing,7047,2000,58072.2,0.978,136.41947848426108,0.00026653949050403283,29.585883445947644,230.61454163209248,yes
168,金成居,深圳市南山区南头街15号,南山,南山,南山,85,113.931414,22.533753,OK,urban_village,8684,2004,27875.58,1.131,30.701994298723314,0.001626905949008677,180.58656033996314,194.56132329937594,apartments
169,星海新区,深圳市南山区前海路167号,南山,南山,南山,63,113.911068,22.524193,OK,urban_village,3472,2003,14024.25,0.919,45.56535796284196,0.0010328903043685918,114.6508237849137,261.1680356960627,apartments
170,金地家园,深圳市南山区前海路161号,南山,南山,南山,289,113.916959,22.528174,OK,commodity_housing,5040,2003,30045.13,0.692,96.46649093613894,0.0001821017572640694,20.213295056311704,604.0388758965275,apartments
171,华润大厦,深圳市南山区南头街2号,南山,南山,南山,243,113.918437,22.53206,OK,commodity_housing,3546,1998,20061.25,0.835,121.61334346303212,0.00018330786657018221,20.347173189290224,373.75892284183516,apartments
172,中海村,深圳市南山区学府路24号,南山,南山,南山,405,113.915983,22.542979,OK,commodity_housing,5906,1999,31021.28,0.878,130.71617959790328,0.0007800889965283428,86.58987861464605,239.91014427263005,yes
173,万科花园,深圳市南山区南头街136号,南山,南山,南山,265,113.919585,22.531654,OK,commodity_housing,7101,2005,21774.56,0.987,121.70255097322698,0.0005162885140203674,57.30802505626079,2687.754447859818,apartments
174,招商小区,深圳市南山区桂庙路8号,南山,南山,南山,59,113.912932,22.535608,OK,urban_village,3107,2001,22197.68,0.968,26.748290142735854,0.0003969862691925027,44.0654758803678,730.4425717813338,apartments
175,华侨城苑,深圳市南山区南头街35号,南山,南山,南山,540,113.928443,22.520203,OK,commodity_housing,2341,2001,42813.32,1.196,126.3287432894565,0.0003340589335656978,37.080541625792456,2160.2662912291216,commercial
176,花样年园,深圳市南山区南头街55号,南山,南山,南山,343,113.916759,22.519841,OK,commodity_housing,2661,1996,37239.43,1.175,92.27120596503617,0.00015275893590627478,16.9562418855965,2036.1833636101214,commercial
177,佳兆业居,深圳市南山区前海路65号,南山,南山,南山,52,113.915927,22.529525,OK,urban_village,9846,1992,10821.41,1.195,48.17502419810738,0.0003764931506132815,41.79073971807424,1429.6759262956773,apartments
178,龙光新区,深圳市南山区前海路142号,南山,南山,南山,651,113.924264,22.520402,OK,commodity_housing,6551,2000,47274.06,0.677,137.824734117677,0.00017632513745333058,19.572090257319694,661.108956668098,apartments
179,卓越家园,深圳市南山区学府路150号,南山,南山,南山,47,113.921696,22.53337,OK,urban_village,4896,1999,11907.58,0.868,40.01485833401543,0.0013400353027057015,148.74391860033288,208.66497837842718,yes
180,华联大厦,深圳市南山区学府路158号,南山,南山,南山,65,113.896176,22.530416,OK,urban_village,10835,2001,14420.16,0.901,45.43624271227979,0.0006128449603257629,68.02579059615968,2282.7117205112627,commercial
181,天悦村,深圳市南山区学府路20号,南山,南山,南山,224,113.931754,22.516751,OK,commodity_housing,2072,2000,24771.45,0.614,90.76538047676218,0.0007083990932950915,78.63229935575515,1513.6815035556226,apartments
182,龙瑞花园,深圳市南山区南头街110号,南山,南山,南山,403,113.899603,22.52091,OK,commodity_housing,2792,2000,32926.43,0.913,122.44596611033629,0.0009906465585096072,109.9617679945664,12243.397343041781,yes
183,阳光小区,深圳市南山区前海路25号,南山,南山,南山,483,113.932643,22.519115,OK,commodity_housing,3048,1991,42647.96,0.673,113.47638161336505,0.0009881505023358011,109.68470575927392,4582.547317192687,apartments
184,翠湖苑,深圳市南山区南新路60号,南山,南山,南山,351,113.918192,22.531749,OK,commodity_housing,6223,2002,30489.89,0.787,115.42993039881708,2.6190653073742168e-05,2.907162491185381,321.16925302833477,apartments
185,碧海园,深圳市南山区学府路178号,南山,南山,南山,49,113.918004,22.529994,OK,urban_village,9010,2008,16358.05,0.715,30.29388376663696,0.0003075649993310936,34.13971492575139,1575.8309914720994,apartments
186,金湾居,深圳市南山区学府路7号,南山,南山,南山,24,113.932294,22.53543,OK,urban_village,7478,2007,7584.81,0.673,32.58187868918989,0.0008191524701487287,90.9259241865089,545.1729027402611,yes
187,银湖新区,深圳市南山区前海路166号,南山,南山,南山,494,113.917513,22.528719,OK,commodity_housing,4148,1997,39991.41,0.784,123.6727085404147,0.0002645598941169556,29.36614824698207,550.0440568806213,apartments
188,玉泉家园,深圳市南山区桂庙路86号,南山,南山,南山,490,113.915429,22.531288,OK,commodity_housing,7693,2005,42011.94,0.813,116.7853235378048,0.00017196085296429034,19.087654679036227,300.526947360822,apartments
189,宝安大厦,深圳市南山区南头街13号,南山,南山,南山,558,113.923328,22.528768,OK,commodity_housing,4708,2000,47535.07,0.682,117.47170920168142,0.00031934262632739134,35.44703152234044,2467.50851744912,commercial
190,瑞景村,深圳市南山区学府路191号,南山,南山,南山,11,113.923291,22.530404,OK,urban_village,4785,2002,3650.18,0.823,31.646278416357838,0.0003632358256184227,40.31917664364492,194.81095667043127,apartments
191,盛世花园,深圳市南山区南新路21号,南山,南山,南山,86,113.912148,22.530024,OK,urban_village,7119,1997,24932.72,1.073,34.861906964250885,0.00023659555524576672,26.262106632280105,734.1971811219191,apartments
192,雅居小区,深圳市南山区桂庙路97号,南山,南山,南山,577,113.920819,22.529204,OK,commodity_housing,2016,2002,42251.99,1.166,136.62184231454296,0.00020654300399887253,22.92627344387485,424.43560345653304,residential
193,锦绣苑,深圳市南山区南头街188号,南山,南山,南山,526,113.918457,22.529289,OK,commodity_housing,6854,2004,42286.4,1.137,124.56687775170451,9.46902676268669e-05,10.510619706582226,719.4606998749197,apartments
194,绿景园,深圳市南山区学府路129号,南山,南山,南山,60,113.899513,22.535927,OK,urban_village,9483,2004,22170.69,0.814,27.11980040114508,0.0003915346080043084,43.46034148847823,819.486339549435,commercial
195,振业居,深圳市南山区学府路135号,南山,南山,南山,275,113.91941,22.530686,OK,commodity_housing,6327,2002,26369.07,0.778,104.47922608220946,0.0006732549054052816,74.73129449998626,2687.754447859818,apartments
196,金成新区,深圳市南山区南新路38号,南山,南山,南山,310,113.919647,22.522369,OK,commodity_housing,7380,2000,36580.03,1.098,84.80989827627874,0.00017076589778322813,18.95501465393832,710.7905715989501,apartments
197,星海家园,深圳市南山区南头街169号,南山,南山,南山,45,113.927831,22.535617,OK,urban_village,4776,2006,11223.57,0.673,40.37532420097166,0.0008489184466810778,94.22994758159963,454.6574512292962,yes
198,金地大厦,深圳市南山区桂庙路181号,南山,南山,南山,24,113.928188,22.527372,OK,urban_village,10961,1999,8976.65,0.885,27.84891586785793,0.0003882206841420061,43.09249593976268,166.1845315463468,yes
199,华润村,深圳市南山区学府路78号,南山,南山,南山,119,113.92805,22.524499,OK,commodity_housing,6878,1998,13762.01,0.959,86.65081892946132,0.00040519400683561286,44.976534758753026,818.5057479306506,apartments
200,中海花园,深圳市南山区南头街120号,南山,南山,南山,192,113.905481,22.535011,OK,commodity_housing,6083,2003,20516.02,0.862,93.8229342901956,0.0006317435309964944,70.12353194061087,1462.1461960172358,apartments
201,万科村,深圳市南山区兴华路86号,南山,蛇口,蛇口,1095,113.920767,22.4872,OK,high_end,8665,2002,42237.76,1.496,259.273601574242,0.00014668168130956935,16.2816666253622,760.9385095377727,yes
202,招商苑,深圳市南山区太子路95号,南山,蛇口,蛇口,151,113.904135,22.481268,OK,commodity_housing,5037,2005,17556.06,1.428,86.43096213970313,0.0009672565835584344,107.36548077498622,438.7817228786098,house
203,华侨城居,深圳市南山区海滨社区30号,南山,蛇口,蛇口,544,113.900243,22.488274,OK,commodity_housing,2876,2012,45585.24,1.248,119.55153950013113,0.0020118052826317606,223.31038637212544,218.12164508631875,detached
204,花样年园,深圳市南山区海滨社区3号,南山,蛇口,蛇口,411,113.915129,22.476634,OK,commodity_housing,7779,2000,42309.02,1.16,97.26752051651361,0.004485900710962772,497.93497891686775,383.0353459056059,yes
205,佳兆业湾,深圳市南山区望海路112号,南山,蛇口,蛇口,1092,113.906476,22.487872,OK,high_end,2928,1995,61314.99,1.399,178.20371019231243,0.0002657353250271124,29.496621078009476,997.1156728587206,apartments
206,龙光邸,深圳市南山区望海路162号,南山,蛇口,蛇口,1043,113.90692,22.474455,OK,high_end,4149,2010,68797.48,1.475,151.65474213936986,0.0007249969027026799,80.47465619999747,1640.6112423291781,yes
207,卓越公馆,深圳市南山区工业八路154号,南山,蛇口,蛇口,166,113.904924,22.471066,OK,urban_village,9178,2002,38608.15,1.324,43.05177345506843,0.0023185606264470274,257.36022953562,974.762668682334,commercial
208,华联花园,深圳市南山区望海路119号,南山,蛇口,蛇口,16,113.895989,22.494499,OK,urban_village,12444,2011,4614.73,1.173,34.69183986875986,0.006731657889911342,747.214025780159,219.188925436552,house
209,天悦邨,深圳市南山区兴华路60号,南山,蛇口,蛇口,133,113.912976,22.478941,OK,urban_village,8443,2004,29633.6,1.428,45.12472499201924,0.001761303444487857,195.50468233815212,4588.516384421878,yes
210,龙瑞村,深圳市南山区兴华路192号,南山,蛇口,蛇口,119,113.897035,22.502307,OK,urban_village,14493,1999,39488.84,1.502,30.246049871410236,0.0006173988001873939,68.53126682080072,876.8334429278998,yes
211,阳光苑,深圳市南山区工业八路57号,南山,蛇口,蛇口,972,113.894739,22.486813,OK,high_end,2669,1999,35999.54,1.132,270.20503737292785,0.0005140746184733027,57.0622826505366,1248.1480998824845,yes
212,翠湖居,深圳市南山区兴华路75号,南山,蛇口,蛇口,572,113.918666,22.481446,OK,commodity_housing,2783,1991,44731.65,1.235,128.01378897349048,0.0027752617829347906,308.05405790576174,1511.0180597480658,apartments
213,碧海园,深圳市南山区海滨社区198号,南山,蛇口,蛇口,261,113.902506,22.464289,OK,commodity_housing,3597,2000,21570.59,1.43,121.00671021803313,0.004928671991895952,547.0825911004506,584.398377514594,yes
214,金湾湾,深圳市南山区海滨社区49号,南山,蛇口,蛇口,741,113.89658,22.487154,OK,commodity_housing,2949,1996,69690.96,1.198,106.38399153154603,0.0012362996467753721,137.2292607920663,527.03471720515,yes
215,银湖邸,深圳市南山区望海路182号,南山,蛇口,蛇口,1160,113.882483,22.497282,OK,high_end,8962,2000,44752.28,1.279,259.42623429785954,0.0003252674518529555,36.104687155678064,498.35321228177816,residential
216,玉泉公馆,深圳市南山区兴华路106号,南山,蛇口,蛇口,603,113.904509,22.491244,OK,commodity_housing,9210,2004,74583.61,1.372,80.93818385025159,0.0011028514105703008,122.4165065733034,533.9954172293872,house
217,宝安花园,深圳市南山区兴华路73号,南山,蛇口,蛇口,87,113.902686,22.494409,OK,urban_village,2705,2008,19736.07,1.289,44.417763923879534,0.003624875012060561,402.3611263387223,537.1779264492667,apartments
218,瑞景邨,深圳市南山区工业八路7号,南山,蛇口,蛇口,973,113.903162,22.488066,OK,high_end,3797,1999,49339.5,1.279,197.27842816460384,0.0015943356084900046,176.97125254239052,224.2503446565165,detached
219,盛世村,深圳市南山区海滨社区58号,南山,蛇口,蛇口,108,113.909068,22.491059,OK,urban_village,8142,2003,26802.05,1.482,40.6106361617932,0.00044162263015968737,49.0201119477253,1136.66788768418,apartments
220,雅居苑,深圳市南山区兴华路189号,南山,蛇口,蛇口,53,113.907594,22.487536,OK,urban_village,3553,2006,10969.87,1.281,48.675899693468075,0.0004410182378048764,48.95302439634128,983.189853581126,yes
221,锦绣居,深圳市南山区工业八路169号,南山,蛇口,蛇口,133,113.90685,22.490484,OK,urban_village,4862,2007,38056.78,1.245,35.099446908163706,0.0001796102029405773,19.93673252640408,403.83058335311716,house
222,绿景园,深圳市南山区太子路22号,南山,蛇口,蛇口,735,113.907554,22.474747,OK,high_end,3017,2000,42081.04,1.35,174.86618102449137,0.00072800822894607,80.80891341301377,19058.449365166543,retail
223,振业湾,深圳市南山区兴华路59号,南山,蛇口,蛇口,1093,113.913829,22.474467,OK,high_end,5250,2002,48180.23,1.175,226.87539731554975,0.0026805511863323074,297.54118168288613,383.0353459056059,yes
224,金成邸,深圳市南山区兴华路143号,南山,蛇口,蛇口,34,113.902743,22.488329,OK,urban_village,12600,2010,10344.43,1.195,33.25537662178744,0.0018236547380332865,202.4256759216948,261.63948364918036,detached
225,星海公馆,深圳市南山区太子路153号,南山,蛇口,蛇口,1105,113.910138,22.50907,OK,high_end,9048,2000,41586.75,1.491,265.8018714464986,0.0010328985719739536,114.65174148910886,225.76847113437495,apartments
226,金地花园,深圳市南山区望海路123号,南山,蛇口,蛇口,564,113.911132,22.492791,OK,commodity_housing,3077,1999,44846.88,1.201,125.9746073307006,0.000548552957689418,60.8893783035254,1794.1861044497723,commercial
227,华润邨,深圳市南山区望海路47号,南山,蛇口,蛇口,85,113.88983,22.501236,OK,urban_village,1807,2000,20962.22,1.341,40.86456043875759,0.0007491130934218631,83.1515533698268,739.6851595391182,house
228,中海村,深圳市南山区工业八路109号,南山,蛇口,蛇口,1159,113.911484,22.509138,OK,high_end,8471,2000,58712.94,1.376,197.514251560129,0.0002699745589898991,29.9671760478788,331.95583197507136,apartments
229,万科苑,深圳市南山区海滨社区4号,南山,蛇口,蛇口,968,113.909753,22.48415,OK,high_end,8667,2001,35458.52,1.454,273.056626117346,0.00032271899840757823,35.821808823241184,129.14728573995617,detached
230,招商居,深圳市南山区海滨社区119号,南山,蛇口,蛇口,60,113.911273,22.464925,OK,urban_village,4391,2001,12215.04,1.254,49.71039973530191,0.008255314758828717,916.3399382299875,1039.0209777763375,retail
231,华侨城园,深圳市南山区太子路154号,南山,蛇口,蛇口,1268,113.917025,22.500611,OK,high_end,9504,1996,49182.9,1.216,257.90304335537377,0.0003042242287037062,33.76888938611139,372.6703634761182,apartments
232,花样年湾,深圳市南山区兴华路121号,南山,蛇口,蛇口,873,113.920058,22.49675,OK,commodity_housing,1764,2001,67334.45,1.224,129.7169959036318,0.0004473295343593379,49.653578313886506,629.3170777219624,apartments
233,佳兆业邸,深圳市南山区太子路190号,南山,蛇口,蛇口,434,113.883795,22.491701,OK,commodity_housing,2087,2002,33464.56,1.178,129.84098142315466,0.0005644471800939644,62.65363699043005,856.3191891534237,house
234,龙光公馆,深圳市南山区望海路69号,南山,蛇口,蛇口,1028,113.901972,22.477695,OK,high_end,7950,1989,41524.57,1.441,247.67213773225112,0.00118591330076314,131.63637638470854,877.3412974128186,commercial
235,卓越花园,深圳市南山区望海路148号,南山,蛇口,蛇口,61,113.911294,22.468208,OK,urban_village,7849,1997,21068.29,1.153,29.372035929398983,0.005094641873758127,565.5052479871521,1039.0209777763375,retail
236,华联邨,深圳市南山区海滨社区57号,南山,蛇口,蛇口,116,113.90699,22.508711,OK,urban_village,10631,2005,35590.26,1.255,32.63276691741828,0.0004115116858764518,45.67779713228615,2832.8288270930866,yes
237,天悦村,深圳市南山区望海路134号,南山,蛇口,蛇口,1232,113.898571,22.5034,OK,high_end,1892,2002,65191.31,1.391,189.04302863490045,0.002168815630110284,240.73853494224153,876.8334429278998,yes
238,龙瑞苑,深圳市南山区工业八路147号,南山,蛇口,蛇口,84,113.897307,22.475691,OK,urban_village,3177,2005,21893.16,1.493,38.666205504694716,0.0016082541134462163,178.51620659253,703.2107921295241,apartments
239,阳光居,深圳市南山区工业八路28号,南山,蛇口,蛇口,820,113.906739,22.487598,OK,commodity_housing,3467,2002,59538.18,1.542,137.82273361666003,0.00016560531510262228,18.382189976391075,306.85376325584446,yes
240,翠湖园,深圳市南山区海滨社区61号,南山,蛇口,蛇口,110,113.927916,22.490717,OK,urban_village,12802,2006,30569.03,1.281,36.24605519931398,0.00028092780591954485,31.18298645706948,772.8022814596283,residential
241,碧海湾,深圳市南山区工业八路68号,南山,蛇口,蛇口,315,113.909985,22.490741,OK,commodity_housing,3262,2003,25844.6,1.46,121.9165807468444,0.0005188350845795692,57.59069438833218,1290.9644752469153,house
242,金湾邸,深圳市南山区海滨社区62号,南山,蛇口,蛇口,418,113.919725,22.472712,OK,commodity_housing,9289,2001,33828.41,1.573,123.83233201151967,0.008772213536426267,973.7157025433156,383.0353459056059,yes
243,银湖公馆,深圳市南山区望海路189号,南山,蛇口,蛇口,61,113.90424,22.487167,OK,urban_village,3292,2008,15430.05,1.492,39.974462704430266,0.0003257941530564297,36.1631509892637,286.0135906708305,detached
244,玉泉花园,深圳市南山区兴华路182号,南山,蛇口,蛇口,1954,113.925259,22.492423,OK,high_end,2227,1999,76907.71,0.915,254.1675684196063,0.0014929290350621895,165.71512289190304,243.67661249289063,yes
245,宝安邨,深圳市南山区海滨社区179号,南山,蛇口,蛇口,637,113.886264,22.495729,OK,commodity_housing,1905,1997,52496.27,1.357,121.41880136144279,0.001706716056862376,189.44548231172374,1610.0639260934515,yes
246,瑞景村,深圳市南山区望海路145号,南山,蛇口,蛇口,863,113.90501,22.500769,OK,high_end,1693,2000,29009.81,1.314,297.5760469283157,0.003824834179706625,424.5565939474354,183.63227355532325,yes
247,盛世苑,深圳市南山区海滨社区84号,南山,蛇口,蛇口,81,113.918633,22.491734,OK,urban_village,9416,2000,22281.63,1.345,36.743594074767095,0.0005731241757889392,63.616783512572255,363.9011567071484,apartments
248,雅居居,深圳市南山区望海路90号,南山,蛇口,蛇口,372,113.907447,22.500446,OK,high_end,2825,1999,13464.78,1.333,276.5886918917586,0.0033261055195838063,369.1977126738025,472.57916184622803,apartments
249,锦绣园,深圳市南山区海滨社区51号,南山,蛇口,蛇口,916,113.893334,22.490536,OK,high_end,7876,2000,37791.05,1.142,242.5599774176702,0.004143548458149904,459.9338788546393,686.4645578044343,yes
250,绿景湾,深圳市南山区海滨社区1号,南山,蛇口,蛇口,89,113.914466,22.478154,OK,urban_village,6292,2002,18468.42,1.336,48.23566736182785,0.0034389273692415102,381.7209379858076,4588.516384421878,yes
251,振业邸,深圳市南山区海滨社区8号,南山,蛇口,蛇口,451,113.88995,22.499642,OK,commodity_housing,4811,2008,30770.93,1.394,146.78231893095284,0.0005587565790197802,62.02198027119561,376.7911998759731,house
252,金成公馆,深圳市南山区太子路194号,南山,蛇口,蛇口,1911,113.904034,22.48796,OK,high_end,4552,2012,68071.13,1.172,280.7396590932346,0.0011309082582690866,125.5308166678686,286.0135906708305,detached
253,星海花园,深圳市南山区望海路167号,南山,蛇口,蛇口,1014,113.893846,22.470759,OK,high_end,2435,2004,62582.46,1.185,162.02700211228552,0.0008469696644544144,94.01363275444,4996.316190707014,yes
254,金地邨,深圳市南山区工业八路118号,南山,蛇口,蛇口,1625,113.890219,22.496424,OK,high_end,3997,1998,72162.73,1.341,225.32304149429802,0.0022228849752107525,246.74023224839354,639.174845022043,yes
255,华润村,深圳市南山区望海路12号,南山,蛇口,蛇口,153,113.906882,22.490565,OK,urban_village,13577,1999,33652.94,1.552,45.5003157279839,9.268508510432575e-05,10.288044446580159,403.83058335311716,house
256,中海苑,深圳市南山区望海路23号,南山,蛇口,蛇口,155,113.900607,22.499667,OK,commodity_housing,3498,2005,13061.74,1.16,119.10496775152978,0.00029206752507191544,32.419495282982616,69.22015684402432,yes
257,万科居,深圳市南山区兴华路108号,南山,蛇口,蛇口,216,113.904686,22.486461,OK,commodity_housing,4158,1999,15433.03,1.38,140.32197464428066,0.00019942785118093052,22.136491481083286,235.8763646627059,detached
258,招商园,深圳市南山区望海路118号,南山,蛇口,蛇口,63,113.910154,22.468382,OK,urban_village,6960,2014,18454.96,1.359,34.27931058594069,0.004657884508401583,517.0251804325758,1039.0209777763375,retail
259,华侨城湾,深圳市南山区海滨社区188号,南山,蛇口,蛇口,42,113.899259,22.471456,OK,urban_village,1806,1995,14887.25,1.288,28.861493680583095,0.00014634241520792624,16.244008088079813,2184.25394502079,yes
260,花样年邸,深圳市南山区太子路176号,南山,蛇口,蛇口,70,113.903878,22.488116,OK,urban_village,13538,2003,17620.22,1.424,40.14448123631726,0.0013155940823553456,146.03094314144337,286.0135906708305,detached
261,佳兆业公馆,深圳市南山区工业八路51号,南山,蛇口,蛇口,303,113.908949,22.5122,OK,commodity_housing,6152,2003,36894.47,1.111,82.16690536435405,0.0003407752212811332,37.82604956220579,501.96368931379766,apartments
