id,housetitle,address,quxian,shangquan,sqpinyin,money,price_per_m2,lng,lat,geocode_status,community_type,population,built_year,area_m2,supply
181,天悦村,深圳市南山区学府路20号,南山,南山,南山,224,90.76538047676218,113.931754,22.516751,OK,commodity_housing,2072,2000,24771.45,0.614
182,龙瑞花园,深圳市南山区南头街110号,南山,南山,南山,403,122.44596611033629,113.899603,22.52091,OK,commodity_housing,2792,2000,32926.43,0.913
183,阳光小区,深圳市南山区前海路25号,南山,南山,南山,483,113.47638161336505,113.932643,22.519115,OK,commodity_housing,3048,1991,42647.96,0.673
184,翠湖苑,深圳市南山区南新路60号,南山,南山,南山,351,115.42993039881708,113.918192,22.531749,OK,commodity_housing,6223,2002,30489.89,0.787
185,碧海园,深圳市南山区学府路178号,南山,南山,南山,49,30.29388376663696,113.918004,22.529994,OK,urban_village,9010,2008,16358.05,0.715
186,金湾居,深圳市南山区学府路7号,南山,南山,南山,24,32.58187868918989,113.932294,22.53543,OK,urban_village,7478,2007,7584.81,0.673
187,银湖新区,深圳市南山区前海路166号,南山,南山,南山,494,123.6727085404147,113.917513,22.528719,OK,commodity_housing,4148,1997,39991.41,0.784
188,玉泉家园,深圳市南山区桂庙路86号,南山,南山,南山,490,116.7853235378048,113.915429,22.531288,OK,commodity_housing,7693,2005,42011.94,0.813
189,宝安大厦,深圳市南山区南头街13号,南山,南山,南山,558,117.47170920168142,113.923328,22.528768,OK,commodity_housing,4708,2000,47535.07,0.682
190,瑞景村,深圳市南山区学府路191号,南山,南山,南山,11,31.646278416357838,113.923291,22.530404,OK,urban_village,4785,2002,3650.18,0.823
191,盛世花园,深圳市南山区南新路21号,南山,南山,南山,86,34.861906964250885,113.912148,22.530024,OK,urban_village,7119,1997,24932.72,1.073
192,雅居小区,深圳市南山区桂庙路97号,南山,南山,南山,577,136.62184231454296,113.920819,22.529204,OK,commodity_housing,2016,2002,42251.99,1.166
193,锦绣苑,深圳市南山区南头街188号,南山,南山,南山,526,124.56687775170451,113.918457,22.529289,OK,commodity_housing,6854,2004,42286.4,1.137
194,绿景园,深圳市南山区学府路129号,南山,南山,南山,60,27.11980040114508,113.899513,22.535927,OK,urban_village,9483,2004,22170.69,0.814
195,振业居,深圳市南山区学府路135号,南山,南山,南山,275,104.47922608220946,113.91941,22.530686,OK,commodity_housing,6327,2002,26369.07,0.778
196,金成新区,深圳市南山区南新路38号,南山,南山,南山,310,84.80989827627874,113.919647,22.522369,OK,commodity_housing,7380,2000,36580.03,1.098
197,星海家园,深圳市南山区南头街169号,南山,南山,南山,45,40.37532420097166,113.927831,22.535617,OK,urban_village,4776,2006,11223.57,0.673
198,金地大厦,深圳市南山区桂庙路181号,南山,南山,南山,24,27.84891586785793,113.928188,22.527372,OK,urban_village,10961,1999,8976.65,0.885
199,华润村,深圳市南山区学府路78号,南山,南山,南山,119,86.65081892946132,113.92805,22.524499,OK,commodity_housing,6878,1998,13762.01,0.959
200,中海花园,深圳市南山区南头街120号,南山,南山,南山,192,93.8229342901956,113.905481,22.535011,OK,commodity_housing,6083,2003,20516.02,0.862
201,万科村,深圳市南山区兴华路86号,南山,蛇口,蛇口,1095,259.273601574242,113.920767,22.4872,OK,high_end,8665,2002,42237.76,1.496
202,招商苑,深圳市南山区太子路95号,南山,蛇口,蛇口,151,86.43096213970313,113.904135,22.481268,OK,commodity_housing,5037,2005,17556.06,1.428
203,华侨城居,深圳市南山区海滨社区30号,南山,蛇口,蛇口,544,119.55153950013113,113.900243,22.488274,OK,commodity_housing,2876,2012,45585.24,1.248
204,花样年园,深圳市南山区海滨社区3号,南山,蛇口,蛇口,411,97.26752051651361,113.915129,22.476634,OK,commodity_housing,7779,2000,42309.02,1.16
205,佳兆业湾,深圳市南山区望海路112号,南山,蛇口,蛇口,1092,178.20371019231243,113.906476,22.487872,OK,high_end,2928,1995,61314.99,1.399
206,龙光邸,深圳市南山区望海路162号,南山,蛇口,蛇口,1043,151.65474213936986,113.90692,22.474455,OK,high_end,4149,2010,68797.48,1.475
207,卓越公馆,深圳市南山区工业八路154号,南山,蛇口,蛇口,166,43.05177345506843,113.904924,22.471066,OK,urban_village,9178,2002,38608.15,1.324
208,华联花园,深圳市南山区望海路119号,南山,蛇口,蛇口,16,34.69183986875986,113.895989,22.494499,OK,urban_village,12444,2011,4614.73,1.173
209,天悦邨,深圳市南山区兴华路60号,南山,蛇口,蛇口,133,45.12472499201924,113.912976,22.478941,OK,urban_village,8443,2004,29633.6,1.428
210,龙瑞村,深圳市南山区兴华路192号,南山,蛇口,蛇口,119,30.246049871410236,113.897035,22.502307,OK,urban_village,14493,1999,39488.84,1.502
211,阳光苑,深圳市南山区工业八路57号,南山,蛇口,蛇口,972,270.20503737292785,113.894739,22.486813,OK,high_end,2669,1999,35999.54,1.132
212,翠湖居,深圳市南山区兴华路75号,南山,蛇口,蛇口,572,128.01378897349048,113.918666,22.481446,OK,commodity_housing,2783,1991,44731.65,1.235
213,碧海园,深圳市南山区海滨社区198号,南山,蛇口,蛇口,261,121.00671021803313,113.902506,22.464289,OK,commodity_housing,3597,2000,21570.59,1.43
214,金湾湾,深圳市南山区海滨社区49号,南山,蛇口,蛇口,741,106.38399153154603,113.89658,22.487154,OK,commodity_housing,2949,1996,69690.96,1.198
215,银湖邸,深圳市南山区望海路182号,南山,蛇口,蛇口,1160,259.42623429785954,113.882483,22.497282,OK,high_end,8962,2000,44752.28,1.279
216,玉泉公馆,深圳市南山区兴华路106号,南山,蛇口,蛇口,603,80.93818385025159,113.904509,22.491244,OK,commodity_housing,9210,2004,74583.61,1.372
217,宝安花园,深圳市南山区兴华路73号,南山,蛇口,蛇口,87,44.417763923879534,113.902686,22.494409,OK,urban_village,2705,2008,19736.07,1.289
218,瑞景邨,深圳市南山区工业八路7号,南山,蛇口,蛇口,973,197.27842816460384,113.903162,22.488066,OK,high_end,3797,1999,49339.5,1.279
219,盛世村,深圳市南山区海滨社区58号,南山,蛇口,蛇口,108,40.6106361617932,113.909068,22.491059,OK,urban_village,8142,2003,26802.05,1.482
220,雅居苑,深圳市南山区兴华路189号,南山,蛇口,蛇口,53,48.675899693468075,113.907594,22.487536,OK,urban_village,3553,2006,10969.87,1.281
221,锦绣居,深圳市南山区工业八路169号,南山,蛇口,蛇口,133,35.099446908163706,113.90685,22.490484,OK,urban_village,4862,2007,38056.78,1.245
222,绿景园,深圳市南山区太子路22号,南山,蛇口,蛇口,735,174.86618102449137,113.907554,22.474747,OK,high_end,3017,2000,42081.04,1.35
223,振业湾,深圳市南山区兴华路59号,南山,蛇口,蛇口,1093,226.87539731554975,113.913829,22.474467,OK,high_end,5250,2002,48180.23,1.175
224,金成邸,深圳市南山区兴华路143号,南山,蛇口,蛇口,34,33.25537662178744,113.902743,22.488329,OK,urban_village,12600,2010,10344.43,1.195
225,星海公馆,深圳市南山区太子路153号,南山,蛇口,蛇口,1105,265.8018714464986,113.910138,22.50907,OK,high_end,9048,2000,41586.75,1.491
226,金地花园,深圳市南山区望海路123号,南山,蛇口,蛇口,564,125.9746073307006,113.911132,22.492791,OK,commodity_housing,3077,1999,44846.88,1.201
227,华润邨,深圳市南山区望海路47号,南山,蛇口,蛇口,85,40.86456043875759,113.88983,22.501236,OK,urban_village,1807,2000,20962.22,1.341
228,中海村,深圳市南山区工业八路109号,南山,蛇口,蛇口,1159,197.514251560129,113.911484,22.509138,OK,high_end,8471,2000,58712.94,1.376
229,万科苑,深圳市南山区海滨社区4号,南山,蛇口,蛇口,968,273.056626117346,113.909753,22.48415,OK,high_end,8667,2001,35458.52,1.454
230,招商居,深圳市南山区海滨社区119号,南山,蛇口,蛇口,60,49.71039973530191,113.911273,22.464925,OK,urban_village,4391,2001,12215.04,1.254
231,华侨城园,深圳市南山区太子路154号,南山,蛇口,蛇口,1268,257.90304335537377,113.917025,22.500611,OK,high_end,9504,1996,49182.9,1.216
232,花样年湾,深圳市南山区兴华路121号,南山,蛇口,蛇口,873,129.7169959036318,113.920058,22.49675,OK,commodity_housing,1764,2001,67334.45,1.224
233,佳兆业邸,深圳市南山区太子路190号,南山,蛇口,蛇口,434,129.84098142315466,113.883795,22.491701,OK,commodity_housing,2087,2002,33464.56,1.178
234,龙光公馆,深圳市南山区望海路69号,南山,蛇口,蛇口,1028,247.67213773225112,113.901972,22.477695,OK,high_end,7950,1989,41524.57,1.441
235,卓越花园,深圳市南山区望海路148号,南山,蛇口,蛇口,61,29.372035929398983,113.911294,22.468208,OK,urban_village,7849,1997,21068.29,1.153
236,华联邨,深圳市南山区海滨社区57号,南山,蛇口,蛇口,116,32.63276691741828,113.90699,22.508711,OK,urban_village,10631,2005,35590.26,1.255
237,天悦村,深圳市南山区望海路134号,南山,蛇口,蛇口,1232,189.04302863490045,113.898571,22.5034,OK,high_end,1892,2002,65191.31,1.391
238,龙瑞苑,深圳市南山区工业八路147号,南山,蛇口,蛇口,84,38.666205504694716,113.897307,22.475691,OK,urban_village,3177,2005,21893.16,1.493
239,阳光居,深圳市南山区工业八路28号,南山,蛇口,蛇口,820,137.82273361666003,113.906739,22.487598,OK,commodity_housing,3467,2002,59538.18,1.542
240,翠湖园,深圳市南山区海滨社区61号,南山,蛇口,蛇口,110,36.24605519931398,113.927916,22.490717,OK,urban_village,12802,2006,30569.03,1.281
241,碧海湾,深圳市南山区工业八路68号,南山,蛇口,蛇口,315,121.9165807468444,113.909985,22.490741,OK,commodity_housing,3262,2003,25844.6,1.46
242,金湾邸,深圳市南山区海滨社区62号,南山,蛇口,蛇口,418,123.83233201151967,113.919725,22.472712,OK,commodity_housing,9289,2001,33828.41,1.573
243,银湖公馆,深圳市南山区望海路189号,南山,蛇口,蛇口,61,39.974462704430266,113.90424,22.487167,OK,urban_village,3292,2008,15430.05,1.492
244,玉泉花园,深圳市南山区兴华路182号,南山,蛇口,蛇口,1954,254.1675684196063,113.925259,22.492423,OK,high_end,2227,1999,76907.71,0.915
245,宝安邨,深圳市南山区海滨社区179号,南山,蛇口,蛇口,637,121.41880136144279,113.886264,22.495729,OK,commodity_housing,1905,1997,52496.27,1.357
246,瑞景村,深圳市南山区望海路145号,南山,蛇口,蛇口,863,297.5760469283157,113.90501,22.500769,OK,high_end,1693,2000,29009.81,1.314
247,盛世苑,深圳市南山区海滨社区84号,南山,蛇口,蛇口,81,36.743594074767095,113.918633,22.491734,OK,urban_village,9416,2000,22281.63,1.345
248,雅居居,深圳市南山区望海路90号,南山,蛇口,蛇口,372,276.5886918917586,113.907447,22.500446,OK,high_end,2825,1999,13464.78,1.333
249,锦绣园,深圳市南山区海滨社区51号,南山,蛇口,蛇口,916,242.5599774176702,113.893334,22.490536,OK,high_end,7876,2000,37791.05,1.142
250,绿景湾,深圳市南山区海滨社区1号,南山,蛇口,蛇口,89,48.23566736182785,113.914466,22.478154,OK,urban_village,6292,2002,18468.42,1.336
251,振业邸,深圳市南山区海滨社区8号,南山,蛇口,蛇口,451,146.78231893095284,113.88995,22.499642,OK,commodity_housing,4811,2008,30770.93,1.394
252,金成公馆,深圳市南山区太子路194号,南山,蛇口,蛇口,1911,280.7396590932346,113.904034,22.48796,OK,high_end,4552,2012,68071.13,1.172
253,星海花园,深圳市南山区望海路167号,南山,蛇口,蛇口,1014,162.02700211228552,113.893846,22.470759,OK,high_end,2435,2004,62582.46,1.185
254,金地邨,深圳市南山区工业八路118号,南山,蛇口,蛇口,1625,225.32304149429802,113.890219,22.496424,OK,high_end,3997,1998,72162.73,1.341
255,华润村,深圳市南山区望海路12号,南山,蛇口,蛇口,153,45.5003157279839,113.906882,22.490565,OK,urban_village,13577,1999,33652.94,1.552
256,中海苑,深圳市南山区望海路23号,南山,蛇口,蛇口,155,119.10496775152978,113.900607,22.499667,OK,commodity_housing,3498,2005,13061.74,1.16
257,万科居,深圳市南山区兴华路108号,南山,蛇口,蛇口,216,140.32197464428066,113.904686,22.486461,OK,commodity_housing,4158,1999,15433.03,1.38
258,招商园,深圳市南山区望海路118号,南山,蛇口,蛇口,63,34.27931058594069,113.910154,22.468382,OK,urban_village,6960,2014,18454.96,1.359
259,华侨城湾,深圳市南山区海滨社区188号,南山,蛇口,蛇口,42,28.861493680583095,113.899259,22.471456,OK,urban_village,1806,1995,14887.25,1.288
260,花样年邸,深圳市南山区太子路176号,南山,蛇口,蛇口,70,40.14448123631726,113.903878,22.488116,OK,urban_village,13538,2003,17620.22,1.424
261,佳兆业公馆,深圳市南山区工业八路51号,南山,蛇口,蛇口,303,82.16690536435405,113.908949,22.5122,OK,commodity_housing,6152,2003,36894.47,1.111
262,龙光花园,深圳市南山区海滨社区35号,南山,蛇口,蛇口,110,48.89797072388298,113.922702,22.490764,OK,urban_village,6140,2006,22686.61,1.046
263,卓越邨,深圳市南山区望海路141号,南山,蛇口,蛇口,307,90.7901530224941,113.915517,22.478276,OK,commodity_housing,5307,2002,33827.1,1.369
264,华联村,深圳市南山区望海路85号,南山,蛇口,蛇口,55,29.865595917621796,113.885603,22.483066,OK,urban_village,12382,2006,18421.54,1.228
265,天悦苑,深圳市南山区兴华路179号,南山,蛇口,蛇口,184,45.41892325298821,113.900293,22.493648,OK,urban_village,3427,1991,40639.86,1.162
266,龙瑞居,深圳市南山区海滨社区8号,南山,蛇口,蛇口,719,219.2168267830969,113.907711,22.470015,OK,high_end,3651,2008,32807.62,1.455
267,阳光园,深圳市南山区兴华路5号,南山,蛇口,蛇口,1102,261.8790057940518,113.915525,22.490917,OK,high_end,3208,2005,42092.65,1.157
268,翠湖湾,深圳市南山区太子路102号,南山,蛇口,蛇口,943,222.511115395972,113.905891,22.48137,OK,high_end,2382,2006,42387.29,1.55
269,碧海邸,深圳市南山区兴华路179号,南山,蛇口,蛇口,85,36.39948189399843,113.890072,22.486023,OK,urban_village,4608,2004,23437.85,1.472
270,金湾公馆,深圳市南山区望海路113号,南山,蛇口,蛇口,86,25.079196214517545,113.892155,22.479151,OK,urban_village,2164,1988,34599.03,1.17
271,银湖豪庭,深圳市南山区深南大道171号,南山,科技园,科技园,855,81.33812661008348,113.935839,22.55188,OK,commodity_housing,13134,2010,105191.1,1.656
272,玉泉府,深圳市南山区科技路47号,南山,科技园,科技园,1401,191.81398086218294,113.948975,22.53361,OK,high_end,4276,2015,73045.86,1.722
273,宝安花园,深圳市南山区深南大道141号,南山,科技园,科技园,864,244.93594960176512,113.944009,22.544643,OK,high_end,14886,2009,35299.43,1.305
274,瑞景公馆,深圳市南山区科技路34号,南山,科技园,科技园,2951,242.04061713561876,113.938497,22.521938,OK,high_end,12392,2014,121933.91,1.608
275,盛世邸,深圳市南山区科技中一路168号,南山,科技园,科技园,883,228.38648990051178,113.9488,22.550731,OK,high_end,14207,2019,38677.98,1.673
276,雅居名苑,深圳市南山区朗山一路34号,南山,科技园,科技园,2241,256.516508463256,113.957165,22.561459,OK,high_end,11823,2014,87391.19,1.187
277,锦绣中心,深圳市南山区科技路158号,南山,科技园,科技园,1261,183.90434967239997,113.933334,22.568649,OK,high_end,7701,2009,68579.48,1.386
278,绿景雅居,深圳市南山区科技中一路10号,南山,科技园,科技园,1579,130.385401734828,113.955947,22.542616,OK,commodity_housing,11480,2008,121153.37,1.213
279,振业豪庭,深圳市南山区朗山一路59号,南山,科技园,科技园,1125,193.49551784154136,113.94522,22.530008,OK,high_end,10555,2007,58158.41,1.533
280,金成府,深圳市南山区科发路105号,南山,科技园,科技园,795,124.06903878242156,113.939291,22.536961,OK,commodity_housing,10046,2014,64112.89,1.18
281,星海花园,深圳市南山区科技中一路8号,南山,科技园,科技园,532,84.3882735135306,113.937919,22.535473,OK,commodity_housing,5809,2013,63140.35,1.524
282,金地公馆,深圳市南山区科发路137号,南山,科技园,科技园,714,105.21637431602996,113.945403,22.545178,OK,commodity_housing,9951,2009,67952.42,1.161
283,华润邸,深圳市南山区深南大道161号,南山,科技园,科技园,1735,156.34376238340218,113.943172,22.53715,OK,high_end,10091,2004,111016.81,1.17
284,中海名苑,深圳市南山区科技路24号,南山,科技园,科技园,633,126.64697895047445,113.960929,22.534241,OK,commodity_housing,10318,2006,50034.37,1.641
285,万科中心,深圳市南山区朗山一路41号,南山,科技园,科技园,525,146.97598708390004,113.939977,22.516545,OK,commodity_housing,5316,2020,35782.32,1.316
286,招商雅居,深圳市南山区深南大道141号,南山,科技园,科技园,3415,278.84350281309446,113.934709,22.545501,OK,high_end,10093,2009,122493.67,1.102
287,华侨城豪庭,深圳市南山区科技中一路137号,南山,科技园,科技园,684,122.54264855769058,113.919362,22.555897,OK,commodity_housing,6005,2010,55888.88,1.507
288,花样年府,深圳市南山区科技路100号,南山,科技园,科技园,1420,209.2696361417255,113.95078,22.559793,OK,high_end,11170,2019,67875.28,1.487
289,佳兆业花园,深圳市南山区科技中一路81号,南山,科技园,科技园,1618,143.77480919371686,113.939109,22.545659,OK,commodity_housing,6100,2004,112565.33,1.245
290,龙光公馆,深圳市南山区深南大道171号,南山,科技园,科技园,955,121.6592172433977,113.946809,22.55374,OK,commodity_housing,12578,2011,78514.77,1.419
291,卓越邸,深圳市南山区朗山一路27号,南山,科技园,科技园,1053,169.7277400374567,113.938898,22.544131,OK,high_end,7227,2006,62070.32,1.232
292,华联名苑,深圳市南山区深南大道153号,南山,科技园,科技园,360,81.22866543566403,113.935961,22.543955,OK,commodity_housing,6792,2015,44424.87,1.259
293,天悦中心,深圳市南山区科发路160号,南山,科技园,科技园,1953,296.1291665724535,113.940251,22.529625,OK,high_end,4719,2015,65976.06,1.488
294,龙瑞雅居,深圳市南山区科技中一路156号,南山,科技园,科技园,2008,145.61649067150245,113.956883,22.531018,OK,commodity_housing,12835,2018,137934.63,1.654
295,阳光豪庭,深圳市南山区科技中一路185号,南山,科技园,科技园,3189,258.8440800411624,113.936233,22.545298,OK,high_end,10683,2011,123231.36,1.223
296,翠湖府,深圳市南山区朗山一路65号,南山,科技园,科技园,2120,143.4494674740106,113.921159,22.528697,OK,commodity_housing,10410,2012,147798.4,1.416
297,碧海花园,深圳市南山区深南大道84号,南山,科技园,科技园,1977,172.09545664184554,113.922501,22.567746,OK,high_end,12350,2012,114926.56,1.137
298,金湾公馆,深圳市南山区深南大道122号,南山,科技园,科技园,2700,186.28399411693337,113.928863,22.535157,OK,high_end,5696,2018,144952.09,1.418
299,银湖邸,深圳市南山区深南大道108号,南山,科技园,科技园,2162,222.2000064803497,113.937021,22.542933,OK,high_end,5757,2006,97304.94,1.618
300,玉泉名苑,深圳市南山区朗山一路99号,南山,科技园,科技园,674,87.62253197867274,113.954338,22.520515,OK,commodity_housing,13738,2012,77023.0,1.679
301,宝安中心,深圳市南山区科技中一路154号,南山,科技园,科技园,785,92.32668299314163,113.925801,22.545135,OK,commodity_housing,9258,2011,85075.62,1.652
302,瑞景雅居,深圳市南山区科技中一路162号,南山,科技园,科技园,781,107.66441484169792,113.962783,22.547215,OK,commodity_housing,7642,2012,72604.93,1.519
303,盛世豪庭,深圳市南山区科技中一路86号,南山,科技园,科技园,2498,294.0251677093118,113.938223,22.540155,OK,high_end,10976,2008,84988.16,1.569
304,雅居府,深圳市南山区科发路170号,南山,科技园,科技园,1472,118.63932114845048,113.949107,22.530719,OK,commodity_housing,10217,2015,124130.5,1.542
305,锦绣花园,深圳市南山区科技路182号,南山,科技园,科技园,1471,167.77539353972273,113.926927,22.567905,OK,high_end,8444,2009,87706.82,1.497
306,绿景公馆,深圳市南山区朗山一路148号,南山,科技园,科技园,375,106.02068464816402,113.915905,22.561516,OK,commodity_housing,6176,2014,35389.36,1.557
307,振业邸,深圳市南山区科技中一路68号,南山,科技园,科技园,1791,120.16888778731594,113.938738,22.517457,OK,commodity_housing,8369,2004,149093.07,1.332
308,金成名苑,深圳市南山区深南大道122号,南山,科技园,科技园,875,262.765825955864,113.953532,22.522833,OK,high_end,7699,2009,33302.3,1.742
309,星海中心,深圳市南山区朗山一路199号,南山,科技园,科技园,1769,192.37440989592784,113.942279,22.543795,OK,high_end,4660,2005,92003.81,1.555
310,金地雅居,深圳市南山区科技中一路116号,南山,科技园,科技园,1778,221.45035999516483,113.960336,22.52747,OK,high_end,11812,2019,80333.76,1.704
311,华润豪庭,深圳市南山区科发路111号,南山,科技园,科技园,865,226.0380656942752,113.940162,22.552348,OK,high_end,8570,2014,38280.91,1.664
312,中海府,深圳市南山区科技路181号,南山,科技园,科技园,839,116.09615840995174,113.947359,22.521737,OK,commodity_housing,7607,2009,72312.31,1.735
313,万科花园,深圳市南山区深南大道57号,南山,科技园,科技园,349,116.57571267599118,113.935415,22.557492,OK,commodity_housing,8776,2015,30001.4,1.35
314,招商公馆,深圳市南山区朗山一路76号,南山,科技园,科技园,998,150.22107331294671,113.944687,22.543858,OK,high_end,7156,2003,66473.1,1.238
315,华侨城邸,深圳市南山区科发路179号,南山,科技园,科技园,861,129.8834933168959,113.941199,22.564633,OK,commodity_housing,5849,2017,66351.71,1.295
316,花样年名苑,深圳市南山区深南大道54号,南山,科技园,科技园,1683,132.79737817774566,113.942636,22.555117,OK,commodity_housing,11214,2009,126803.22,1.691
317,佳兆业中心,深圳市南山区科技中一路17号,南山,科技园,科技园,615,98.81927197169904,113.921299,22.534307,OK,commodity_housing,8538,2017,62282.36,1.411
318,龙光雅居,深圳市南山区科技路51号,南山,科技园,科技园,1404,115.96981249447374,113.930854,22.539701,OK,commodity_housing,9754,2009,121080.63,1.162
319,卓越豪庭,深圳市南山区深南大道126号,南山,科技园,科技园,2133,168.76878857126204,113.918933,22.565489,OK,high_end,5914,2010,126422.17,1.173
320,华联府,深圳市南山区深南大道3号,南山,科技园,科技园,595,126.56023359668838,113.937482,22.545767,OK,commodity_housing,6524,2010,47060.45,1.228
321,天悦花园,深圳市南山区朗山一路146号,南山,科技园,科技园,1524,226.00089734741186,113.954834,22.560586,OK,high_end,8160,2013,67438.08,1.39
322,龙瑞公馆,深圳市南山区朗山一路59号,南山,科技园,科技园,1747,139.02946636554816,113.961346,22.547364,OK,commodity_housing,6535,2011,125705.68,1.47
323,阳光邸,深圳市南山区科发路80号,南山,科技园,科技园,574,130.00875345386189,113.916815,22.544855,OK,commodity_housing,4389,2018,44219.08,1.677
324,翠湖名苑,深圳市南山区科发路57号,南山,科技园,科技园,1885,280.71210512862814,113.955565,22.564114,OK,high_end,11262,2011,67174.54,1.274
325,碧海中心,深圳市南山区深南大道75号,南山,科技园,科技园,2576,232.3287997616034,113.940172,22.537807,OK,high_end,8595,2011,110882.39,1.131
326,金湾雅居,深圳市南山区科发路33号,南山,科技园,科技园,1966,240.82571499238148,113.942443,22.556523,OK,high_end,7168,2011,81664.83,1.627
327,银湖豪庭,深圳市南山区科发路128号,南山,科技园,科技园,1022,134.94032760712162,113.935108,22.557657,OK,commodity_housing,6606,2009,75772.92,1.689
328,玉泉府,深圳市南山区科技中一路62号,南山,科技园,科技园,938,148.62581186595295,113.938018,22.541959,OK,commodity_housing,9911,2012,63158.29,1.359
329,宝安花园,深圳市南山区科技路71号,南山,科技园,科技园,953,180.66608609243204,113.932656,22.544369,OK,high_end,5988,2012,52777.84,1.449
330,瑞景公馆,深圳市南山区科技中一路171号,南山,科技园,科技园,1355,128.2845194473685,113.937448,22.551135,OK,commodity_housing,12399,2011,105684.06,1.43
331,盛世邸,深圳市南山区深南大道34号,南山,科技园,科技园,1277,125.39533740830817,113.933736,22.542088,OK,commodity_housing,6195,2011,101885.35,1.474
332,雅居名苑,深圳市南山区科发路100号,南山,科技园,科技园,1016,120.8489877127373,113.934794,22.534271,OK,commodity_housing,7849,2012,84082.38,1.503
333,锦绣中心,深圳市南山区朗山一路193号,南山,科技园,科技园,2533,252.0167828170459,113.938,22.545061,OK,high_end,5271,2013,100510.3,1.521
334,绿景雅居,深圳市南山区深南大道46号,南山,科技园,科技园,906,107.93247223497043,113.955406,22.546689,OK,commodity_housing,11304,2012,84030.51,1.675
335,振业豪庭,深圳市南山区科技路156号,南山,科技园,科技园,2151,262.2576524514347,113.945598,22.563688,OK,high_end,5818,2011,82029.94,1.156
336,金成府,深圳市南山区科发路121号,南山,科技园,科技园,793,96.04203658499135,113.953784,22.526239,OK,commodity_housing,12264,2019,82606.2,1.787
337,星海花园,深圳市南山区科发路176号,南山,科技园,科技园,272,81.10692373630735,113.927949,22.526532,OK,commodity_housing,9166,2012,33540.49,1.314
338,金地公馆,深圳市南山区科技中一路82号,南山,科技园,科技园,1667,162.17237678043588,113.94703,22.539362,OK,high_end,7901,2013,102807.81,1.504
339,华润邸,深圳市南山区科发路73号,南山,科技园,科技园,1369,131.65421753478176,113.946376,22.521775,OK,commodity_housing,14626,2015,104014.03,1.689
340,中海名苑,深圳市南山区科技中一路56号,南山,科技园,科技园,1876,140.1876684773893,113.944517,22.568089,OK,commodity_housing,9488,2008,133823.2,1.649
341,万科中心,深圳市南山区朗山一路18号,南山,科技园,科技园,1543,171.6581448200501,113.940871,22.532998,OK,high_end,6041,2014,89931.81,1.421
342,招商雅居,深圳市南山区科发路54号,南山,科技园,科技园,587,108.5343000585759,113.94197,22.537178,OK,commodity_housing,11352,2007,54131.85,1.454
343,华侨城豪庭,深圳市南山区深南大道92号,南山,科技园,科技园,558,91.23238299898586,113.944201,22.546115,OK,commodity_housing,12312,2009,61228.39,1.196
344,花样年府,深圳市南山区科发路56号,南山,科技园,科技园,1833,144.71927387637635,113.924424,22.522299,OK,commodity_housing,4802,2017,126701.34,1.105
345,佳兆业花园,深圳市南山区深南大道36号,南山,科技园,科技园,1767,136.65270787996837,113.93078,22.542483,OK,commodity_housing,10296,2015,129374.02,1.23
346,龙光公馆,深圳市南山区科发路109号,南山,科技园,科技园,1650,285.5337665148795,113.930444,22.536725,OK,high_end,6854,2009,57814.03,1.291
347,卓越邸,深圳市南山区科技路29号,南山,科技园,科技园,2872,215.88159018745762,113.932185,22.544886,OK,high_end,10219,2012,133051.71,1.549
348,华联名苑,深圳市南山区科技中一路134号,南山,科技园,科技园,662,150.29882028286053,113.92607,22.548128,OK,high_end,5647,2012,44106.16,1.199
349,天悦中心,深圳市南山区科发路118号,南山,科技园,科技园,1366,241.1629024643479,113.940183,22.536368,OK,high_end,12306,2008,56683.36,1.412
350,龙瑞雅居,深圳市南山区科发路195号,南山,科技园,科技园,2075,214.34165001452163,113.943475,22.573271,OK,high_end,14602,2006,96825.41,1.349
351,阳光豪庭,深圳市南山区深南大道48号,南山,科技园,科技园,1576,117.27528464911873,113.931043,22.525118,OK,commodity_housing,8236,2009,134463.24,1.479
352,翠湖府,深圳市南山区深南大道26号,南山,科技园,科技园,445,94.43764796853068,113.93523,22.542834,OK,commodity_housing,8390,2007,47141.04,1.515
353,碧海花园,深圳市南山区科技中一路124号,南山,科技园,科技园,1077,123.9898519630211,113.942859,22.541264,OK,commodity_housing,12442,2015,86910.6,1.436
354,金湾公馆,深圳市南山区科技路108号,南山,科技园,科技园,1698,141.1919477509918,113.95414,22.530139,OK,commodity_housing,6679,2012,120316.6,1.574
355,银湖邸,深圳市南山区科技路146号,南山,科技园,科技园,2192,161.35495909646812,113.926089,22.565543,OK,high_end,8008,2016,135907.19,1.38
356,玉泉名苑,深圳市南山区朗山一路79号,南山,科技园,科技园,3128,231.26414464013448,113.942978,22.541467,OK,high_end,7719,2011,135282.05,1.334
357,宝安中心,深圳市南山区深南大道67号,南山,科技园,科技园,977,119.13414994626216,113.955773,22.552899,OK,commodity_housing,12181,2014,82016.67,1.698
358,瑞景雅居,深圳市南山区科发路96号,南山,科技园,科技园,1175,156.7978918441342,113.939963,22.555331,OK,high_end,14813,2000,74937.65,1.322
359,盛世豪庭,深圳市南山区科技路164号,南山,科技园,科技园,2939,232.2628744490344,113.944521,22.545343,OK,high_end,4670,2010,126539.36,1.564
