name,address,location,tel,type,type_code,keyword,business_period,open_time,close_time,is_24h,night_ratio,night_service,pcode,citycode,adcode,gridcode,timestamp,night_service_inferred,night_prob
冯汀洋中医内科诊所,富源海滨大厦东北门西北50米,"113.889528,22.568825",[],医疗保健服务;专科医院;专科医院,090200,诊所,,,,False,0.0,False,440000,755,440306,3313678100,2026-05-21T20:20:11.923920,False,0.1
深圳点亮童年儿科诊所,福洲大道福永意库创意园8栋101单元,"113.810361,22.673620",[],医疗保健服务;专科医院;专科医院,090200,诊所,,,,False,0.0,False,440000,755,440306,3413060422,2026-05-21T20:20:13.181161,False,0.1
深圳博耀门诊部(东湖分部),东晓路3065号(布心地铁站B口步行80米),"114.137888,22.579755",0755-25817638,医疗保健服务;专科医院;口腔医院,090202,诊所,,,,False,0.0,False,440000,755,440303,3314619110,2026-05-21T20:20:13.710754,False,0.1
深圳亿铭眼科诊所,学府道花园南1门旁,"114.231685,22.726442",[],医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440307,3414017801,2026-05-21T20:20:14.231102,False,0.1
向丽西医妇科诊所,文光村46-4号,"113.951029,22.570835",0755-26623000;13590103000,医疗保健服务;专科医院;妇科医院,090209,诊所,,,,False,0.0,False,440000,755,440305,3313678610,2026-05-21T20:20:14.765633,False,0.1
深圳民智爱尔眼科诊所,民治街道新牛社区锦绣江南三期龙胜路1132号,"114.030090,22.637423",0755-83629789;18002569058,医疗保健服务;专科医院;眼科医院|医疗保健服务;诊所;诊所,090203|090300,诊所,,,,False,0.0,False,440000,755,440309,3314706211,2026-05-21T20:20:15.259518,False,0.1
深圳邓秋连诊所,新榕路与鹿鸣街交叉口西180米,"114.287162,22.666353",[],医疗保健服务;专科医院;妇科医院,090209,诊所,,,,False,0.0,False,440000,755,440310,3314729222,2026-05-21T20:20:15.798372,False,0.1
深圳济华门诊部,平湖街道辅岐路263号,"114.112658,22.693613",0755-28856120,医疗保健服务;专科医院;口腔医院|医疗保健服务;专科医院;耳鼻喉医院,090202|090204,诊所,,,,False,0.0,False,440000,755,440307,3414003802,2026-05-21T20:20:16.310262,False,0.1
深圳市南山区妇幼保健院门诊部,湾厦路1号深圳市南山区妇幼保健院内,"113.930622,22.486819",[],医疗保健服务;专科医院;专科医院,090200,诊所,,,,False,0.0,False,440000,755,440305,3313578411,2026-05-21T20:20:16.811452,False,0.1
深圳视诠康眼科诊所,香蜜湖街道香安社区侨香三道1号园博绿苑2B-1,"114.010925,22.546575",17301900192,医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440304,3314605012,2026-05-21T20:20:17.332888,False,0.1
深圳南方门诊部,深南东路1096号深圳冶金大厦2-3层,"114.134681,22.546179",0755-25410081;0755-25544296,医疗保健服务;专科医院;口腔医院|医疗保健服务;诊所;诊所,090202|090300,诊所,,,,False,0.0,False,440000,755,440303,3314615012,2026-05-21T20:20:17.866476,False,0.1
深圳新安爱尔眼科诊所,新安街道海裕社区罗田路与明玉路交汇处名门华府14号,"113.884421,22.563566",0755-85268666;19068014065,医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440306,3313677012,2026-05-21T20:20:18.477919,False,0.1
深圳市职业病防治院门诊部,布心路2019号深圳市职业病防治院内,"114.135908,22.574232",[],医疗保健服务;专科医院;专科医院,090200,诊所,,,,False,0.0,False,440000,755,440303,3314618022,2026-05-21T20:20:19.105683,False,0.1
深圳迦勒眼科诊所,松岗街道满京华云著二期,"113.833508,22.784342",0755-23508392,医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440306,3413164602,2026-05-21T20:20:19.691942,False,0.1
深圳朗维齿科门诊部,春风路维莱悦酒店西南一楼(人民南地铁站D口旁),"114.117376,22.535631",0755-82349023,医疗保健服务;专科医院;口腔医院,090202,诊所,,,,False,0.0,False,440000,755,440303,3314604901,2026-05-21T20:20:20.240482,False,0.1
瞳领眼科(华强北诊所),华强北街道华航社区华强北路3019号上部工业区101栋红荔路3001-9号,"114.085977,22.548619",0755-23614616,医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440304,3314605622,2026-05-21T20:20:20.762939,False,0.1
深圳市慢性病防治中心门诊部,布心路2021号(太安地铁站A口步行280米),"114.135190,22.574543",0755-25503863;0755-25617222,医疗保健服务;专科医院;专科医院,090200,诊所,,,,False,0.0,False,440000,755,440303,3314618022,2026-05-21T20:20:21.273817,False,0.1
深圳美视美景眼科诊所,深圳福田国际商会中心2层,"114.057034,22.533144",0755-23998193,医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440304,3314603421,2026-05-21T20:20:21.773681,False,0.1
深圳慈氏友眼科诊所(景田店),景田路妇儿大厦13楼1303室,"114.044314,22.552823",19154999909,医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440304,3314606311,2026-05-21T20:20:22.280008,False,0.1
深圳瞳领福永眼科诊所,立新南路101号(福围地铁站C口步行470米),"113.818777,22.661017",0755-27084092,医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440306,3313769501,2026-05-21T20:20:22.777077,False,0.1
深圳桃园爱尔眼科诊所(暂停营业),金岸商业广场东南门旁(大新地铁站D口步行300米),"113.918255,22.532758",4006609120,医疗保健服务;专科医院;眼科医院,090203,诊所,,,,False,0.0,False,440000,755,440305,3313673321,2026-05-21T20:20:23.275762,False,0.1
深圳市宝安中医院(集团),裕安二路25号,"113.899183,22.571818",0755-29629366,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440306,3313678112,2026-05-21T20:20:25.658543,False,0.25
中山大学附属第七医院门诊,新湖街道圳美社区圳园路628号中山大学附属第七医院,"113.951820,22.785948",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440311,3413174600,2026-05-21T20:20:26.707075,False,0.02
深圳市南山区中医院大冲中医门诊部,粤海街道大冲新城花园一栋,"113.952848,22.542489",0755-26888650,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440305,3313675600,2026-05-21T20:20:27.268308,False,0.25
北京中医药大学深圳医院(龙岗),体育新城大运路1号(龙城公园地铁站C口步行460米),"114.215663,22.708244",0755-89911830,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3414014720,2026-05-21T20:20:29.181046,False,0.02
北京中医药大学深圳医院(龙岗)园山院区,园山街道大康社区龙村龙兴路47号,"114.231100,22.639470",0755-28626168,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3314716821,2026-05-21T20:20:29.826219,False,0.02
广州中医药大学深圳医院门诊楼,景田北三街4号,"114.042545,22.558746",0755-83548590,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440304,3314607301,2026-05-21T20:20:30.635819,False,0.02
广州中医药大学深圳医院体检,北环大道6001号广州中医药大学深圳医院综合楼一楼体检科,"114.042327,22.559492",0755-83548500,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440304,3314607301,2026-05-21T20:20:32.282938,False,0.02
北京中医药大学深圳医院(龙岗)体检中心,龙岗中心城大运新城大运路1号,"114.215663,22.708249",0755-84863307,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3414014720,2026-05-21T20:20:32.791818,False,0.02
北京中医药大学深圳医院(龙岗)门诊楼,体育新城大运路1号北京中医药大学深圳医院(龙岗),"114.215893,22.707535",0755-89911830,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3414014720,2026-05-21T20:20:33.348676,False,0.02
广州中医药大学深圳医院急诊,北环大道6001号广州中医药大学深圳医院,"114.042240,22.558764",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440304,3314607301,2026-05-21T20:20:33.869297,True,0.95
广州中医药大学深圳医院住院楼,北环大道6001号广州中医药大学深圳医院内,"114.042433,22.559477",0755-83548611,医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440304,3314607301,2026-05-21T20:20:34.550989,False,0.02
北京中医药大学深圳医院(龙岗)内科住院楼,体育新城大运路1号北京中医药大学深圳医院(龙岗),"114.216280,22.708628",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3414015700,2026-05-21T20:20:35.246941,False,0.02
北京中医药大学深圳医院(龙岗)胸痛中心,体育新城大运路1号北京中医药大学深圳医院(龙岗),"114.216177,22.707535",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3414014720,2026-05-21T20:20:35.927445,False,0.02
北京中医药大学深圳医院(龙岗)急诊,体育新城大运路1号北京中医药大学深圳医院(龙岗),"114.216230,22.707564",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3414014720,2026-05-21T20:20:36.762317,True,0.95
北京中医药大学深圳医院(龙岗)创伤中心,体育新城大运路1号北京中医药大学深圳医院(龙岗),"114.216261,22.707535",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3414014720,2026-05-21T20:20:37.544401,False,0.02
广州中医药大学深圳医院发热门诊,北环大道6001号广州中医药大学深圳医院,"114.042375,22.559525",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440304,3314607301,2026-05-21T20:20:39.302296,False,0.02
广州中医药大学深圳医院院前科,北环大道6001号广州中医药大学深圳医院,"114.042374,22.559201",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440304,3314607301,2026-05-21T20:20:39.947846,False,0.02
北京中医药大学深圳医院(龙岗)卒中中心,体育新城大运路1号北京中医药大学深圳医院(龙岗),"114.216217,22.707535",[],医疗保健服务;综合医院;三级甲等医院,090101,药店,,,,False,0.0,False,440000,755,440307,3414014720,2026-05-21T20:20:40.549747,False,0.02
深圳市龙岗区妇幼保健院,中心城爱龙路6号(回龙埔地铁站B口电梯上来天桥到北门入口),"114.234828,22.728069",0755-89910371,医疗保健服务;专科医院;专科医院|医疗保健服务;综合医院;三级甲等医院,090200|090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3414017802,2026-05-21T20:20:43.458487,False,0.0
深圳市眼科医院,泽田路18号,"114.014466,22.545914",0755-23959510;0755-23959600,医疗保健服务;专科医院;眼科医院|医疗保健服务;综合医院;三级甲等医院,090203|090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440304,3314605110,2026-05-21T20:20:44.194027,False,0.0
深圳市南山区人民医院,桃园路89号,"113.922873,22.530603",0755-26553111,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440305,3313673322,2026-05-21T20:20:45.878050,False,0.0
深圳市龙岗区人民医院,龙城街道愉园社区爱心路53号,"114.227612,22.726294",0755-28932833,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3414017800,2026-05-21T20:20:46.394822,False,0.0
深圳市龙岗中心医院,龙岗大道6082号,"114.283500,22.735289",0755-84806933,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3414028202,2026-05-21T20:20:46.899969,False,0.0
深圳市人民医院龙华分院,龙华街道玉翠社区龙观东路101号,"114.023444,22.665340",0755-27745118;0755-27745918,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440309,3314709122,2026-05-21T20:20:48.043162,False,0.0
深圳市中西医结合医院,新沙路528号,"113.805327,22.732787",0755-27722241,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440306,3413067421,2026-05-21T20:20:48.560428,False,0.0
深圳理工大学总医院(东院区),光明街道光明社区华夏路39号,"113.943833,22.751108",0755-27400061,医疗保健服务;综合医院;三级甲等医院|医疗保健服务;专科医院;专科医院,090101|090200,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440311,3413170501,2026-05-21T20:20:49.069227,False,0.02
深圳龙城医院,晨光路1号,"114.231268,22.703099",0755-28906060;0755-28944721,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3414014811,2026-05-21T20:20:49.569073,False,0.0
深圳市儿童医院急诊,莲花街道福新社区益田路7019号深圳市儿童医院,"114.055353,22.547530",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440304,3314605421,2026-05-21T20:20:50.081374,True,0.95
深圳市中医院针灸科(含康复)病区,中医院光明院区7层A2区,"113.944675,22.724566",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440311,3413076521,2026-05-21T20:20:50.631894,False,0.0
中山大学附属第七医院医技楼,新湖街道圳美社区圳园路628号中山大学附属第七医院,"113.951886,22.786505",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440311,3413174610,2026-05-21T20:20:51.294682,False,0.02
深圳市人民医院第二门诊部,东门北路1017号(翠竹地铁站D口步行230米),"114.127626,22.556620",[],医疗保健服务;综合医院;三级甲等医院|医疗保健服务;诊所;诊所,090101|090300,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440303,3314616020,2026-05-21T20:20:51.911556,False,0.0
深圳市光明区人民医院东院区体检中心,光明街道光明社区华夏路39号深圳理工大学总医院(东院区),"113.943651,22.752173",0755-27400677,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440311,3413170501,2026-05-21T20:20:52.498577,False,0.0
深圳市第三人民医院E栋住院大楼,南湾街道李朗社区布澜路29号深圳市第三人民医院,"114.128762,22.636249",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716010,2026-05-21T20:20:53.062346,False,0.0
深圳市第三人民医院急诊科,布澜路29号深圳市第三人民医院,"114.129343,22.635028",0755-61222333,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716001,2026-05-21T20:20:53.564916,True,0.95
深圳龙城医院体检科,晨光路1号深圳龙城医院,"114.231091,22.703548",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3414014811,2026-05-21T20:20:54.117591,False,0.0
深圳市中西医结合医院体检中心,沙井街道沙井大街3号,"113.805066,22.732916",0755-27200082,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440306,3413067421,2026-05-21T20:20:55.535754,False,0.0
华中科技大学协和深圳医院体检科,南山区第六人民医院(南山医院)住院大楼1楼,"113.923741,22.530865",0755-26565336,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440305,3313673322,2026-05-21T20:20:56.069843,False,0.02
深圳市第三人民医院感染门急诊(24小时),南湾街道李朗社区布澜路29号深圳市第三人民医院,"114.129249,22.635580",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716001,2026-05-21T20:20:56.633403,True,0.95
深圳市第三人民医院综合急诊,布澜路29号深圳市第三人民医院内,"114.129424,22.635119",0755-61222333,医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716001,2026-05-21T20:20:57.129358,True,0.95
深圳市第三人民医院B栋肝病楼,布澜路29号-深圳市第三人民医院,"114.128276,22.636363",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716010,2026-05-21T20:20:57.652205,False,0.0
深圳市第三人民医院感染科,南湾街道李朗社区布澜路29号深圳市第三人民医院,"114.128328,22.636812",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716010,2026-05-21T20:20:58.228262,False,0.0
深圳市第三人民医院呼吸病楼,布澜路29号深圳市第三人民医院,"114.129075,22.635975",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716000,2026-05-21T20:20:58.756609,False,0.0
深圳市第三人民医院胸痛中心,布澜路29号深圳市第三人民医院,"114.129395,22.635018",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716001,2026-05-21T20:20:59.255344,False,0.0
深圳市第三人民医院中医科,南湾街道李朗社区布澜路29号深圳市第三人民医院,"114.128325,22.636825",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716010,2026-05-21T20:20:59.798329,False,0.0
深圳市第三人民医院神经内科,南湾街道李朗社区布澜路29号深圳市第三人民医院,"114.128178,22.635107",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440307,3314716000,2026-05-21T20:21:00.364215,False,0.0
中山大学附属第八医院发热门诊,福田街道深南中路3025号中山大学附属第八医院3号楼一楼,"114.078975,22.539225",[],医疗保健服务;综合医院;三级甲等医院,090101,"24小时,24h,24小时",,,,False,0.0,False,440000,755,440304,3314604611,2026-05-21T20:21:00.931197,False,0.02
深圳摩登克斯酒店(暂停营业),宝安南路1036号,"114.112142,22.539628",0755-61866789;0755-61289377,住宿服务;宾馆酒店;五星级宾馆,100102,"24小时,24h,24",,,,False,0.0,False,440000,755,440303,3314604822,2026-05-21T20:21:03.401849,True,1.47
求水山居酒店大堂,南园路2号,"114.143665,22.600094",0755-88888999,住宿服务;宾馆酒店;五星级宾馆,100102,"24小时,24h,24",,,,False,0.0,False,440000,755,440307,3314712101,2026-05-21T20:21:03.944692,True,1.47
深圳蛇口希尔顿南海酒店大堂,望海路1177号深圳蛇口希尔顿南海酒店,"113.916184,22.479434",[],住宿服务;宾馆酒店;五星级宾馆,100102,"24小时,24h,24",,,,False,0.0,False,440000,755,440305,3313577310,2026-05-21T20:21:04.436410,True,1.47
富临大酒店,和平路1085号(罗湖地铁站D口步行300米),"114.115761,22.531288",0755-25586333,住宿服务;宾馆酒店;五星级宾馆|餐饮服务;餐饮相关场所;餐饮相关,100102|050000,"24小时,24h,24",,,,False,0.0,False,440000,755,440303,3314603920,2026-05-21T20:21:04.964674,True,1.47
维纳斯皇家酒店(深圳宝安国际会展中心京基百纳店),沙井路118号,"113.807772,22.725807",0755-27218888,住宿服务;宾馆酒店;五星级宾馆,100102,"24小时,24h,24",,,,False,0.0,False,440000,755,440306,3413067401,2026-05-21T20:21:05.483816,True,1.47
深圳蛇口希尔顿南海酒店,望海路1177号,"113.915622,22.478387",0755-21628888,住宿服务;宾馆酒店;五星级宾馆,100102,"24小时,24h,24",,,,False,0.0,False,440000,755,440305,3313577310,2026-05-21T20:21:06.036921,True,1.47
深圳麒麟山庄(暂停营业),沁园路4599号,"113.973084,22.603044",0755-26618888;19168536835,住宿服务;宾馆酒店;五星级宾馆,100102,"24小时,24h,24",,,,False,0.0,False,440000,755,440305,3313772712,2026-05-21T20:21:06.543441,False,0.0
维客佳168(芙蓉4路店),新桥街道芙蓉4路14号,"113.855283,22.739390",15889445255,住宿服务;宾馆酒店;经济型连锁酒店,100105,超市,,,,False,0.0,False,440000,755,440306,3413068821,2026-05-21T20:21:09.899636,False,0.15
美宜佳(深圳机场北国际会展中心柏曼酒店店),和平社区西北门旁,"113.793800,22.694329",18617017745,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440306,3413063301,2026-05-21T20:21:10.415543,True,1.47
美颂便利店,福园一路与桥和路交叉口北60米,"113.785839,22.689108",[],住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440306,3413062222,2026-05-21T20:21:10.931477,False,0.15
嘉信酒店(工业西路店)(暂停营业),华胜街31号,"114.012733,22.656536",0755-27706874;0755-27707666,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440309,3314708120,2026-05-21T20:21:11.438990,True,1.47
华茂航空酒店(暂停营业),航站五道1003号,"113.825629,22.643072",[],住宿服务;宾馆酒店;三星级宾馆,100104,超市,,,,False,0.0,False,440000,755,440306,3313767600,2026-05-21T20:21:11.964013,True,1.47
福桥大酒店(暂停营业),宝安大道6295号(桥头地铁站B口步行60米),"113.810126,22.688051",0755-29918888,住宿服务;宾馆酒店;四星级宾馆|餐饮服务;餐饮相关场所;餐饮相关,100103|050000,超市,,,,False,0.0,False,440000,755,440306,3413062412,2026-05-21T20:21:12.493990,True,1.47
费德蒙国际公寓(深圳龙华汽车站店)(暂停营业),龙华街道玉翠社区玉翠路玉翠三街28号望城路26-1号,"114.030337,22.672626",17727522615,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440309,3414000221,2026-05-21T20:21:13.011300,True,1.47
华美苑商务酒店(华美路)(暂停营业),松岗街道大田洋工业区华美路1号,"113.865062,22.750023",0755-29712888,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440306,3413069920,2026-05-21T20:21:13.550384,True,1.47
城市精品酒店(深圳西丽地铁站店)(暂停营业),西丽留仙大道5003号众冠花园裙楼,"113.956470,22.580178",0755-86573805;18098931258,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440305,3313679611,2026-05-21T20:21:14.055204,True,1.47
汉庭酒店(深圳宝安松岗地铁站店)(装修中),松岗镇河滨北路12号盛华大厦,"113.833442,22.768871",0755-33082266,住宿服务;宾馆酒店;经济型连锁酒店,100105,超市,,,,False,0.0,False,440000,755,440306,3413162602,2026-05-21T20:21:15.208153,True,1.47
汉庭酒店(深圳大鹏佳兆业店)(暂停营业),新园街12号,"114.475291,22.592730",0755-33008555;0755-89899566,住宿服务;宾馆酒店;经济型连锁酒店,100105,超市,,,,False,0.0,False,440000,755,440307,3314731800,2026-05-21T20:21:15.731648,True,1.47
美濠酒店(深圳福田景田地铁站店)(暂停营业),景田路81号碧景园E栋(景田地铁站出入口步行170米),"114.043981,22.552218",0755-82535799;18124599529,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440304,3314606301,2026-05-21T20:21:16.286025,True,1.47
深港酒店公寓(深圳向南瑞峰店),桂庙路22号,"113.92559,22.524309",[],住宿服务;宾馆酒店;四星级宾馆,100103,超市,,,,False,0.0,False,440000,755,440305,3313672420,2026-05-21T20:21:16.809077,True,1.47
宝莱湾酒店(深圳公明广场红花山体育中心店)(暂停营业),公明南环大道新连大厦4-8层,"113.912437,22.776589",0755-28828919;0755-28828929,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440311,3413173202,2026-05-21T20:21:17.329179,True,1.47
深圳斯美假日公馆(暂停营业),楼岗大道39号,"113.856260,22.765308",0755-23069965;0755-23317210;13725509418,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440306,3413161821,2026-05-21T20:21:17.836888,False,0.15
圣淘沙酒店(马家龙店)(暂停营业),家龙公寓a栋,"113.927476,22.548806",0755-26586888,住宿服务;宾馆酒店;四星级宾馆,100103,超市,,,,False,0.0,False,440000,755,440305,3313675420,2026-05-21T20:21:18.385643,True,1.47
金皇大酒店(暂停营业),人民北路33号,"114.025849,22.636660",0755-88802888,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440309,3314706210,2026-05-21T20:21:18.902960,True,1.47
维也纳酒店(深圳东站布吉老街店)(暂停营业),布吉街道吉华路82号,"114.117974,22.598950","0755-84503458,0",住宿服务;宾馆酒店;四星级宾馆,100103,超市,,,,False,0.0,False,440000,755,440307,3314701921,2026-05-21T20:21:19.411017,True,1.47
中业爱民(库坑围仔新村店),丹坑村南门旁(长湖地铁站B口步行290米),"114.044021,22.713260",[],住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440309,3414005311,2026-05-21T20:21:19.913571,False,0.15
星七天,丽城科技工业园北3门旁,"113.796447,22.763160",[],住宿服务;宾馆酒店;经济型连锁酒店|购物服务;购物相关场所;购物相关场所,100105|060000,超市,,,,False,0.0,False,440000,755,440306,3413161312,2026-05-21T20:21:21.198974,False,0.15
喆·啡酒店(深圳东站大芬油画村店),大芬湖西路艺术大厦一楼,"114.135340,22.606853",[],住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440307,3314712022,2026-05-21T20:21:21.710053,True,1.47
深圳彩虹帅气青旅客栈(布吉店),布吉街道南三社区新三村西区23巷10号旁边有小货家便利店101,"114.116744,22.612468",18024538873,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440307,3314703911,2026-05-21T20:21:22.207094,False,0.15
景鸿小居公寓,固戍地铁站新天地广场好特卖超市旁边(新天地产业园B3栋),"113.846528,22.599499",13544293586,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440306,3313761722,2026-05-21T20:21:22.741920,True,1.47
鑫鑫主题公寓,将石路24-1号,"113.904034,22.755546",18098916474,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440311,3413170210,2026-05-21T20:21:23.266759,True,1.47
世纪皇廷酒店-贵宾楼,吉政路5号,"114.123516,22.609649",0755-33888888,住宿服务;宾馆酒店;五星级宾馆,100102,超市,,,,False,0.0,False,440000,755,440307,3314703902,2026-05-21T20:21:23.769963,True,1.47
龙基康庭V10汽车文化主题酒店(新安五路),107国道和新安五路交汇处龙基通宝汽车用品城3层,"113.887822,22.575720",0755-29555900;0755-82955590,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440306,3313679100,2026-05-21T20:21:24.275440,True,1.47
中兴之家酒店,南山大道2017号1栋8号,"113.923866,22.526512",0755-86338266,住宿服务;宾馆酒店;经济型连锁酒店,100105,超市,,,,False,0.0,False,440000,755,440305,3313673302,2026-05-21T20:21:24.785514,True,1.47
新时代酒店,嘉宾路4018爵士大厦C座,"114.114761,22.539597",0755-25670000,住宿服务;宾馆酒店;四星级宾馆,100103,超市,,,,False,0.0,False,440000,755,440303,3314604920,2026-05-21T20:21:25.308990,True,1.47
深圳景澜宾馆,桂新路52-70号2楼,"114.063336,22.722783",13925266297,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440309,3414006520,2026-05-21T20:21:25.810025,True,1.47
深圳金田宾馆(固戍地铁站店),宝安西乡固戍一路155号,"113.857506,22.601403",0755-27490375,住宿服务;旅馆招待所;旅馆招待所|住宿服务;宾馆酒店;宾馆酒店,100200|100100,超市,,,,False,0.0,False,440000,755,440306,3313762801,2026-05-21T20:21:26.394554,True,1.47
田贝酒店(深圳田贝店),文锦北路1011号(中国石化对面),"114.123457,22.560513",0755-22900906;0755-25632228,住宿服务;宾馆酒店;宾馆酒店,100100,超市,,,,False,0.0,False,440000,755,440303,3314607902,2026-05-21T20:21:26.924653,True,1.47
