统一地址编码,中心坐标,中心点坐标,常用地址,名称,主键,使用用途,更新时间,总层数,更新状态,lng,lat,usage_type,floor_count,building_density_500m,mean_floors_500m,hhi_diversity,morphology_type,occlusion_factor,sidewalk_width_proxy,SCR,BFD,EWW,EWW_proxy,SVI,WES,alpha_env,v_robust,alpha_robust,v_elderly,alpha_elderly,v_wheelchair,alpha_wheelchair,SAI,T_network_base,T_adjusted_robust,AI_star_robust,T_adjusted_elderly,AI_star_elderly,T_adjusted_wheelchair,AI_star_wheelchair,quadrant,illusion_level
4403050070130200001,113.95067725,22.55133745,沙河西路2025号,英伦名苑1栋,3f7b2de1b7604f38a0e952645bfbdfd6,2,2022,11,1,113.95067725,22.55133745,2,11,49,11.68,0.6351999999999999,Premium Residential,0.0,5.0854999682156246,0.3054307623425511,0.6777626514574447,4.0358343144492075,5.0854999682156246,0.575321871067122,6.26134265780551,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.626134265780551,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070150100025,113.93056954,22.53642885,南海大道3688号,图书馆,3f1fe91bf9f34950bb91543854b4e17b,1,2022,7,1,113.93056954,22.53642885,1,7,52,4.471698113207547,0.2573869704521181,Premium Residential,0.0,8.0,0.30508167399234387,0.6212725976655473,4.122606031453447,8.0,0.6419976547362248,6.252421825613349,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6252421825613349,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070060100131,113.92683256,22.5131558,后海村130号,后海村130号,68c6cb390cb549f9beb3590d3a893a69,2,2022,5,1,113.92683256,22.5131558,2,5,411,7.347087378640777,0.4632387595437836,Mixed-Use,0.0,4.993561093856527,0.5200475508378004,0.40810469483862,3.085632068725951,4.993561093856527,0.49945677094539215,5.507837974454456,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5507837974454456,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070041900006,113.93584133,22.53317841,科苑路,深圳大学南校区基础实验楼,682d2d4f481c49fd90e7b5066402f11e,7,2022,10,1,113.93584133,22.53317841,7,10,50,11.627450980392156,0.2195309496347559,Premium Residential,0.0,5.031213872832371,0.28992695491750264,0.5848538105914745,4.465309782135605,5.031213872832371,0.6115870300940192,6.055089451419232,0.65,0.78,1.0,0.46799999999999997,0.6,0.31200000000000006,0.4,0.6055089451419232,900,1384.6153846153845,53.84615384615383,2307.692307692308,156.41025641025647,3461.538461538461,284.6153846153845,Q1-True Accessibility,Severe
4403050070041900005,113.93995745,22.53508601,粤兴二道12号,滨海通信机楼,651b0270668f4ee29b417e9c54a23f42,9,2022,13,1,113.93995745,22.53508601,9,13,16,17.647058823529413,0.22491349480968859,Premium Residential,0.0,7.7714285714285705,0.3292387872019621,0.6249042122165915,4.6127150600578,7.7714285714285705,0.6929806633057924,6.43593821875895,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.643593821875895,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070110200002,113.92894077,22.51497347,后海大道2248号育德佳园1-2栋育德佳园育德佳园1-2栋,育德佳园1-2栋,629150cd47f946689fdee9dc44ac2cf3,3,2022,8,1,113.92894077,22.51497347,3,8,319,8.059375,0.458203125,Mixed-Use,0.0,4.681356862027978,0.5265191460679246,0.3845280191026345,2.83736095667743,4.681356862027978,0.5423019654050927,5.398832014693939,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.539883201469394,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070160300057,113.92986057,22.52928164,桂庙新村91号,桂庙新村91号,620e880dbef54d97aa5684e33dfdf878,2,2022,8,1,113.92986057,22.52928164,2,8,190,6.523560209424084,0.3274307173597214,Mixed-Use,0.0,5.410764872521247,0.4380060666455465,0.5603129045683776,3.4216727699081306,5.410764872521247,0.5923039708537571,6.0379538842576785,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6037953884257679,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070160300047,113.92945725,22.52940209,桂庙新村59号,桂庙新村59号,60e039b927244c0da2183af6ecdd54a0,3,2022,9,1,113.92945725,22.52940209,3,9,193,6.536082474226804,0.3250079710915082,Mixed-Use,0.0,5.403899721448468,0.44888401963359054,0.4693887072058644,3.384560118619138,5.403899721448468,0.612690407000335,5.860854715053064,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5860854715053063,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070101100012,113.93673096,22.54430877,深圳市华富洋供应链大厦,深圳市华富洋供应链大厦,60dd41df351048d6a9961ecf15147cd7,5,2022,6,1,113.93673096,22.54430877,5,6,47,4.770833333333333,0.16232638888888892,Premium Residential,0.0,8.0,0.31928948428583964,0.5837773822655437,4.782516497714941,8.0,0.5954170762232989,6.108146060967976,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6108146060967976,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070030600002,113.94962937,22.54416824,深南大道9670号,华润城华润置地大厦7栋A座,600caca9856640b1a417060bd53eccb3,4,2022,2,1,113.94962937,22.54416824,4,2,31,19.15625,0.22265625,Premium Residential,0.0,4.958297522061761,0.31097407548681183,0.6518468292466988,4.386584590509136,4.958297522061761,0.6252375358241027,6.313014371225387,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6313014371225387,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
44030500700601T0009,113.92654833,22.51089884,铁皮房、变电站,铁皮房、变电站,5fc5b7464f8f462cac0d484e4971d2bb,9,2022,1,1,113.92654833,22.51089884,9,1,394,6.8,0.485441435667361,Mixed-Use,0.0,5.2631578947368425,0.4663454272874709,0.41692936581045464,2.8588999489609077,5.2631578947368425,0.4847345522222124,5.197641268933541,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5197641268933542,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070150100024,113.92988441,22.53571428,南海大道3688号,办公楼,5fc36b8049dc41c09c516d7d5536dd9b,7,2022,6,1,113.92988441,22.53571428,7,6,65,4.96969696969697,0.30808080808080807,Premium Residential,0.0,7.235354573484071,0.3388260236996549,0.5885967224548556,4.053344735745125,7.235354573484071,0.6834554014666779,6.354880680169459,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6354880680169459,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
44030500700807T0021,113.94587117,22.54724289,科技园科技路旁苗圃1,科技园科技路旁苗圃1,5fa7020f64f0456d82ab72c24b591266,1,2022,1,1,113.94587117,22.54724289,1,1,71,8.36111111111111,0.2839506172839506,Premium Residential,0.0,4.959478221562107,0.32026017859832945,0.6392410315549667,4.311579575303908,4.959478221562107,0.6211169819982216,6.301117078678848,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6301117078678848,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
44030500700801T0001,113.94548445,22.55460851,琼宇路旁,琼宇路旁,5fa3997101d24ba99ab7b8d204198813,2,2022,1,1,113.94548445,22.55460851,2,1,58,4.88135593220339,0.531743751795461,Premium Residential,0.0,7.760605064123643,0.4251826618423358,0.594517465396817,4.705177807603253,7.760605064123643,0.6427775456654602,6.547396740349971,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6547396740349971,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070120200007,113.92276311,22.51198254,建南路2号2栋,南油A区25栋,5dd75c84684f4caabeed8cb87ff72e9e,2,2022,6,1,113.92276311,22.51198254,2,6,392,5.78117048346056,0.4232529831853881,Mixed-Use,0.0,5.851479620323841,0.5803833414540374,0.43792228985554693,2.547648498537373,5.851479620323841,0.4742118815487386,5.376659823684315,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5376659823684314,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070020400009,113.92653,22.51539249,龙城路3号后海花园6栋,后海花园6栋,5c66e35edc084a78a7d20d210c29f52e,3,2022,8,1,113.92653,22.51539249,3,8,349,7.425714285714286,0.3978612244897959,Mixed-Use,0.0,4.957068248207489,0.5057916723198302,0.42899492573240794,3.1628484499992515,4.957068248207489,0.5478684337371075,5.662379480014258,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5662379480014258,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
44030500700810T0011,113.94025515,22.54452197,科兴路10号旁花店,科兴路10号旁花店,5b6b192864f643819dfae4e42dc12ec9,4,2022,1,1,113.94025515,22.54452197,4,1,36,4.594594594594595,0.13367421475529584,Premium Residential,0.0,8.0,0.2745863269333481,0.6458660604036411,4.556143416385682,8.0,0.7038401733755656,6.346104478560278,0.65,0.78,1.0,0.46799999999999997,0.6,0.31200000000000006,0.4,0.6346104478560278,900,1384.6153846153845,53.84615384615383,2307.692307692308,156.41025641025647,3461.538461538461,284.6153846153845,Q1-True Accessibility,Severe
4403050070060100015,113.92649946,22.51385017,后海村151号,后海村151号,59132138eece4dc6bae03c1df7486e4f,2,2022,5,1,113.92649946,22.51385017,2,5,399,7.405,0.43228749999999994,Mixed-Use,0.0,4.966630451652956,0.44857208695128786,0.3904534951059036,3.5996616228295872,4.966630451652956,0.5414218596458472,5.654482232178809,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5654482232178809,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070090100018,113.92261575,22.51407441,登良路48号 龙城花园7栋,龙城花园7栋,4b695ce88bf444ec9c21a52570e222f9,2,2022,6,1,113.92261575,22.51407441,2,6,361,6.55524861878453,0.4021855254723604,Mixed-Use,0.0,5.393425831082968,0.5503028881524773,0.39187153407532865,3.3026971845451247,5.393425831082968,0.5250268235922602,5.7448268871709764,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5744826887170976,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070130200033,113.9509904,22.55212778,铜鼓路98号,华润城润府（二期）4栋,4adf9cad252042c2a59c52bc56d9a0a9,2,2022,43,1,113.9509904,22.55212778,2,43,44,11.511111111111111,0.6375308641975309,Premium Residential,0.0,5.5185100022993785,0.328707579212796,0.6444152647496522,4.790828441091609,5.5185100022993785,0.8182228180844577,6.733606535681433,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6733606535681433,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070030200276,113.95104258,22.54562786,科发路11号,南山金融大厦,4ac46bf74cc04078909ce21e6c986aae,7,2022,30,1,113.95104258,22.54562786,7,30,25,21.76923076923077,0.2218934911242604,Premium Residential,0.0,5.565217391304348,0.33285382809880726,0.5610222635374057,4.444397155561588,5.565217391304348,0.6745443371991463,6.2502058175382285,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6250205817538228,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070090100005,113.92351321,22.51535788,登良路48号 龙城花园13栋,龙城花园13栋,4a5850b0e59c49cf8911787642785c3d,2,2022,6,1,113.92351321,22.51535788,2,6,318,6.7962382445141065,0.3850296282465778,Mixed-Use,0.0,5.26511244068496,0.38830018951105444,0.5125022736322465,2.788359168957978,5.26511244068496,0.5249482107159051,5.2387771546443265,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.5238777154644326,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q3-True Deprivation,Minor
4403050070160600024,113.92941165,22.5284524,桂庙新村56-2号,桂庙新村56-2号,47f617b13f5f49d3a5a76b4160236809,2,2022,6,1,113.92941165,22.5284524,2,6,199,7.435,0.3294000000000001,Mixed-Use,0.0,4.952793685188052,0.4797913211945538,0.4700770541058239,3.0872411249682763,4.952793685188052,0.5713076293468529,5.6867075606471,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.56867075606471,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070030400139,113.94576298,22.54390741,科技路2号,A栋海景阁、B栋润景阁、C栋朗景阁、D栋荔景阁,47a86c573b8246618becc3414100c9db,3,2022,15,1,113.94576298,22.54390741,3,15,35,10.166666666666666,0.19907407407407407,Premium Residential,0.0,6.854082998661313,0.3351063380116356,0.7392467222510852,4.18740241554692,6.854082998661313,0.759398530966869,6.872232881596359,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6872232881596358,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070060200006,113.9260819,22.51067244,华明路17号,怡海花园管理处,454b322cf6e74646843934fc50a36cbb,7,2022,2,1,113.9260819,22.51067244,7,2,403,6.554455445544554,0.48241593961376344,Mixed-Use,0.0,5.393858477970627,0.450086591598411,0.4414291695334476,3.028790768889753,5.393858477970627,0.617327966416316,5.581482862017579,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5581482862017579,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070080700047,113.94329553,22.54742927,科慧路2号,西浦材料有限公司配电房,434cba7a06ac4a4cae74d841ee10919e,9,2022,1,1,113.94329553,22.54742927,9,1,79,4.5375,0.23499999999999996,Premium Residential,0.0,6.825256113736494,0.30437919868385904,0.6124258292658217,4.203605746247503,6.825256113736494,0.6855605897315713,6.315323348679273,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6315323348679274,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070140200011,113.93232687,22.51428794,登良路8号,蔚蓝海岸三期幼儿园,424e5870c8f3437fb657b7c1fe048abe,8,2022,4,1,113.93232687,22.51428794,8,4,90,14.263736263736265,0.5570583262890957,Premium Residential,0.0,3.0308076602830973,0.3450338287630422,0.5823454413023031,4.120661728022897,3.0308076602830973,0.6821551609377277,6.35527541142034,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.635527541142034,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
44030500701403T0037,113.93742333,22.5134889,地铁13号线五工区项目部中建二局,地铁13号线五工区项目部中建二局,3265f42477a3474b8195d9d3fcbd1151,9,2022,2,1,113.93742333,22.5134889,9,2,10,15.727272727272727,0.40495867768595034,Premium Residential,0.0,8.0,0.30616200308950287,0.6717927697407846,5.016854952513556,8.0,0.7603415549279041,6.618651043476279,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6618651043476279,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070160600003,113.92897831,22.52898026,桂庙新村49号,桂庙新村49号,314aa90984444f37bdcebce0eac29f1a,3,2022,6,1,113.92897831,22.52898026,3,6,192,6.813471502590674,0.3416199092593091,Mixed-Use,0.0,5.256170212765957,0.4163337736062836,0.5189177839902532,2.8107265493936358,5.256170212765957,0.5434903167523804,5.389980507670266,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.5389980507670267,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q3-True Deprivation,Minor
4403050070030500006,113.94869565,22.54526449,铜鼓路39号,大冲商务中心（三期）4栋,2f2199a9997c4876802e97ff286fe48c,1,2022,45,1,113.94869565,22.54526449,1,45,39,15.125,0.20249999999999999,Premium Residential,0.0,4.981271586320961,0.30862637296629564,0.6553023713805117,4.076746254241398,4.981271586320961,0.6688025016796026,6.401740050709373,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6401740050709372,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070090100002,113.92182696,22.51379701,南海大道2502号 雅仕荔景苑,雅仕荔景苑,2dff2122034645649f753989d8f01d37,3,2022,32,1,113.92182696,22.51379701,3,32,306,6.420195439739413,0.40633852879075644,Mixed-Use,0.0,5.468106423243905,0.45868422414339094,0.4902470304301989,3.9632688842682766,5.468106423243905,0.3848168752921451,5.848347051757633,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5848347051757633,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070042100015,113.9479091,22.5336892,南环路28号,深圳湾科技生态园8栋,2d24d9984e464c5e940598a117250276,3,2022,6,1,113.9479091,22.5336892,3,6,18,16.789473684210527,0.3407202216066481,Premium Residential,0.0,7.500154197249121,0.3139977193141667,0.6485359415813398,4.54193221380179,7.500154197249121,0.7099464538235257,6.483225919542901,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6483225919542901,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070130100033,113.95273889,22.55263035,南山区沙河西路2029路东门口,垃圾站,2cc7c45886304ee98f855074aff8b5ad,8,2022,1,1,113.95273889,22.55263035,8,1,28,11.89655172413793,0.7051129607609988,Premium Residential,0.0,7.113836719049445,0.3834828555303918,0.6955821971247153,4.219610562551829,7.113836719049445,0.6558128873845995,6.701029834172163,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6701029834172163,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070120100009,113.92565031,22.51351184,后海工业区10栋,后海工业区10栋,2b524d7790654540b796e6a9ad1f5ee3,5,2022,4,1,113.92565031,22.51351184,5,4,412,6.966101694915254,0.42430336110313127,Mixed-Use,0.0,5.178277564454197,0.38046000062709173,0.36573069457117396,2.6242627056511063,5.178277564454197,0.5338228978390982,4.763516725019349,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.4763516725019349,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
44030500700808T0008,113.93868116,22.54778713,27栋科智西路3号路旁仓库,27栋科智西路3号路旁仓库,2b36afd638fd47cf8a75abc31e8dc392,6,2022,1,1,113.93868116,22.54778713,6,1,42,4.976744186046512,0.13899405083829097,Premium Residential,0.0,8.0,0.30301987209561665,0.6223234934198364,4.629944287872101,8.0,0.6840068156122032,6.332881981060847,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6332881981060847,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070090100003,113.92277407,22.51538833,登良路48号 龙城花园25栋,龙城花园25栋,2b1bf3370e514dcda0f70d116760ed24,2,2022,7,1,113.92277407,22.51538833,2,7,260,7.1226053639846745,0.34974530614641597,Mixed-Use,0.0,5.100769512641993,0.46383086353258035,0.49841404626590513,3.5701133484463488,5.100769512641993,0.48460119179850564,5.838050932638482,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5838050932638482,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070010200013,113.92662024,22.52716442,学海路1号,海文花园海扉阁A.B,2785800ea1b84f708c98b0bb56232b15,2,2022,12,1,113.92662024,22.52716442,2,12,167,6.970238095238095,0.31420068027210885,Mixed-Use,0.0,5.176198729058348,0.43689537445158955,0.46719687266198545,3.8451957006373516,5.176198729058348,0.5710181201186277,6.0239618581453325,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.6023961858145332,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070060100063,113.926383,22.51241222,后海村83号,后海村83号,26f6fc00d9bd45f791f90efe4dd940c6,2,2022,4,1,113.926383,22.51241222,2,4,427,7.030373831775701,0.47527076600576473,Commercial Block,0.0,5.146163673254678,0.5225051883651282,0.3682066414312547,2.334839429227778,5.146163673254678,0.44971120395916936,4.846729219859221,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.48467292198592216,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070090100006,113.9226665,22.5151321,登良路48号 龙城花园22栋,龙城花园22栋,24ce542208984c8a8acc29ce46cd24cd,2,2022,7,1,113.9226665,22.5151321,2,7,281,6.904255319148936,0.3498817966903073,Mixed-Use,0.0,5.209560096986492,0.37460034600057934,0.535435602260036,3.344767089249943,5.209560096986492,0.5245708552722732,5.602011184977589,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.5602011184977589,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q3-True Deprivation,Minor
4403050070060100091,113.9259612,22.51173678,后海村49号,后海村49号,249a9c3182a14d0bb0d3ebd533bfcc16,2,2022,8,1,113.9259612,22.51173678,2,8,437,6.712328767123288,0.4693083964054127,Urban Village,0.0,5.309090909090909,0.6150393547885888,0.30355415798117596,2.2383875684148093,5.309090909090909,0.3933252146347881,4.789646118847538,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.4789646118847538,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
44030500701011T0005,113.93460338,22.5454756,高新中四道（凯丽花园对面工业区楼梯底）工业区楼梯间,工业区楼梯间,237e45f00cd74f19b6ac319715e239ba,4,2022,1,1,113.93460338,22.5454756,4,1,48,6.326530612244898,0.16534777176176593,Premium Residential,0.0,7.480916030534352,0.40335309393232455,0.6065187927882743,4.504631845402105,7.480916030534352,0.6916719932875323,6.6097002503427245,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6609700250342725,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070090200005,113.92530146,22.51514113,龙城路47号南油B区44栋,南油B区44栋,21e66e9e69b54f65ab84d173971fffb1,2,2022,7,1,113.92530146,22.51514113,2,7,360,7.038781163434903,0.4059130915201694,Mixed-Use,0.0,5.141992343986469,0.41369880393505803,0.48222951641250444,2.6096113605863747,5.141992343986469,0.5147831176431602,5.107243538489239,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5107243538489239,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070120100002,113.92534239,22.51424625,兴南路78号,南油B区35栋,2181af49b0f94183b235af2abe0d0601,2,2022,7,1,113.92534239,22.51424625,2,7,388,6.866323907455013,0.4240587889321376,Mixed-Use,0.0,5.228933882214568,0.5434915317465083,0.3572921411756912,3.2062010368123763,5.228933882214568,0.49291510143070366,5.513410799047895,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5513410799047895,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q3-True Deprivation,Significant
4403050070080300017,113.94762251,22.55218578,青梧路3号,科苑学里6栋,1d330b13be3842aa8e4b6463a894ddf8,2,2022,12,1,113.94762251,22.55218578,2,12,82,5.481927710843373,0.5317172303672522,Premium Residential,0.0,6.050113895216401,0.312590776851719,0.5992452803976195,4.747089780569709,6.050113895216401,0.6905182703182666,6.316922072185739,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6316922072185739,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070060100011,113.92563032,22.51119798,后海工业区S2栋,后海工业区S2栋,1cec42c36b4142a7993d8aef372da91e,2,2022,7,1,113.92563032,22.51119798,2,7,423,6.4575471698113205,0.4723656105375579,Urban Village,0.0,5.447245864782399,0.5906192348710739,0.3573964764329,1.9267347085086695,5.447245864782399,0.40494551251759225,4.679449113548575,0.615,0.738,1.0,0.44279999999999997,0.6,0.2952,0.4,0.4679449113548575,900,1463.4146341463415,62.60162601626017,2439.0243902439024,171.00271002710025,3658.536585365853,306.50406504065035,Q3-True Deprivation,Severe
4403050070120400004,113.92124732,22.51036709,建南路15-1,车队,074a45aa99c749bcaeb901d41c77c384,7,2022,2,1,113.92124732,22.51036709,7,2,180,5.475138121546961,0.41937059308323926,Mixed-Use,0.0,6.054777336399749,0.37405101155523507,0.4622773810062035,3.8311838574066415,6.054777336399749,0.5793672762757693,5.831070950611904,0.82,0.9839999999999999,1.0,0.5903999999999999,0.6,0.39359999999999995,0.4,0.5831070950611904,900,1097.5609756097563,21.95121951219514,1829.268292682927,103.25203252032522,2743.902439024391,204.87804878048786,Q1-True Accessibility,Significant
4403050070080700048,113.9428549,22.5484032,科彗路1号,沛鸿电子厂配电房,0591c1b78215455a9ae423faede49c1d,9,2022,1,1,113.9428549,22.5484032,9,1,84,4.129411764705883,0.2675432525951557,Premium Residential,0.0,7.146610614818708,0.313001962024408,0.6278800803096287,4.784569569133084,7.146610614818708,0.6708539352094414,6.350413957266179,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6350413957266179,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070080900002,113.94290174,22.5457107,科发路3号,长城电脑大厦工业厂房,0562af617e484525a6b9e97b89c404f9,5,2022,3,1,113.94290174,22.5457107,5,3,57,5.655172413793103,0.18430439952437577,Premium Residential,0.0,7.243774880961674,0.3851726098135849,0.622751487187856,4.61645254515217,7.243774880961674,0.6515559348144113,6.515508417039218,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6515508417039217,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
4403050070160400002,113.93062665,22.53037773,桂庙新村86号,桂庙新村86号,03920cc4506e4fbf8f2653c1acaaafde,2,2022,8,1,113.93062665,22.53037773,2,8,184,6.356756756756757,0.31050401753104456,Mixed-Use,0.0,5.503904797322424,0.45724416445849414,0.577481330092398,3.542212471284317,5.503904797322424,0.5312250520517062,6.091768717262589,1.0,1.2,1.0,0.72,0.6,0.48,0.4,0.6091768717262589,900,900.0,0.0,1500.0,66.66666666666666,2250.0,150.0,Q1-True Accessibility,Minor
